	text	label
3550	me when someone asks me what my weekend plans are this old girl needs a nap	0
3551	ex girfriends be like i dont even care what he does anymore	0
3552	during sex i suddenly stopped and didnt move she what are you doing me hush bitch i seen this on pornhub its called buffering	0
3553	symbol of stupidity	0
3554	my first act getting rid of the smell he brought to the house	1
3555	spending quality time with dad	1
3556	in norway we rape after dinner	0
3557	the latest and greatest a truck that comes with a dishwasher	0
3558	the pic after saying i didnt drink that much last night to your friends	0
3559	i grew up in a household where talking back got your ass whooped	0
3560	youre gay thats a lifestyle choice by which i mean i hate you for being gay	1
3561	your an idiot trump thanks for the wall im need target practice	0
3562	sorry if i offended you but maybe you needed to be offended heres my apology and one more thing fuck you	0
3563	brother a day without a blast a day wasted zakir naik	0
3564	we give your holy flag praise our lord and enslaver	0
3565	hunger games hes winning	0
3566	once we are done destroying our country well move to yours	0
3567	whats the difference between a walrus and a lesbian one smells like fish and has a moustache and the other is a walrus	1
3568	texas churches be like pew pew pew	0
3569	the spooks of hazzard	1
3570	trump better deal with these muslims before they kill me	1
3571	ah the young they grow up so quickly	0
3572	this is racist but this is not	0
3573	been talking shit about trump since day one now crying like bitches after getting called out	0
3574	when your nails are on point	0
3575	everyone told me he is gonna leave	1
3576	i caught my goat cheating on me	1
3577	i hate women so much im not even joking bro	1
3578	the pope at the vatican	0
3579	black parent white parent	0
3580	great minds think alike	0
3581	fresh out of fb jail and still not giving a fuck	0
3582	you are allowed to drive no i took a magic carpet ride here	1
3583	jamal cycle faster the owners are coming	1
3584	last summer camp was so lit	1
3585	a little driving music makes my day	0
3586	gun safety is especially important when teaching a shooting class	0
3587	cotton farm	0
3588	when youre on your way to worship allah but you forgot your prayer rug	0
3589	husband husband you are my husband	0
3590	immigrantswave our flag invaders wave their own	1
3591	our thoughts and prayers go out to the victims	0
3592	blacks are the only race to practice love your enemies no other race practices it more in the name of religion look at the condition of their people and look at the condition of blacks	1
3593	free tommy robinson hes are nashunal hero today ill prove youre the dad	1
3594	hunting its not a hobby its a way of life	0
3595	they want this because they found love in eachother	0
3596	anything y o u can do i can do better i can do anything better than you	0
3597	when youre doing target practice safely out at sea	0
3598	real	0
3599	playing you ugly hard to get yo ass is already hard to want	0
3600	today i got a cat and petcare tips	0
3601	creeps into your childs room empties his sack	0
3602	goats cant talk why are so few muslim rapes reported	1
3603	the look your dad gives your when you dont make curfew	0
3604	roses are red candles drip wax breaking news man tries to trade kidnapped baby for 15 big macs	0
3605	who assassinated joan rivers after she trashed obama remember	0
3606	when youre muslim but you have oil	1
3607	send me location	1
3608	when its your first day in prison and you accidentally drop the soap but it lowkey wasnt an accident this is when the fun begins	0
3609	bitches are like stitches pick on them and they open up	0
3610	when you take a picture together for the first time	0
3611	my sense of humor is so dark it picks cotton	1
3612	yeah bitches 6000000 kill streak	0
3613	when its finally self car day	0
3614	and then i said mr president only targets theres no walmarts in north korea	0
3615	busy like a hive of bees controlling what your family sees and edits all the news your hear so youll know what to think and fear till all the truth there is is gone that is unless you stand en masse	1
3616	this is what its like to be gay in iran	0
3617	when i grow up lol nevermind	1
3618	want to rape steal murder with no moral repercussions then islam is definitely the religion for you	1
3619	all aboard we are headed home	0
3620	look at the plane its your uncle samir was	1
3621	look at the bright side you are only half black now	0
3622	muslim hunt less muslims	1
3623	all races are equal	0
3624	im here as a messenger to give you a message you cant kill	0
3625	marokko speed dating	1
3626	is there any greater joy for us men than raping women what in the goddamn fuck	1
3627	when you pull up and yell kobe and the shot actually goes in a part of him lives within me doesnt it	0
3628	got crap for brains make sure you wear your diaper	0
3629	stop smoking that isnt cigarette ash thats what happens to your lungs	0
3630	lock her up and throw away the key	0
3631	i am not a racist i just dont appreciate being mouthed off to by farm equipment	1
3632	them how would you rate this pupper me golden	0
3633	pretty much sums up islam	1
3634	how christians act in a religious discussion	0
3635	whats burning	1
3636	when you enter the womens restroom by mistake	0
3637	black pastors are the new house negroes the gatekeepers of mental slavery	1
3638	mohammad is fucked by blink hacker group oink oink hi my names mohammad fuck you muslims	1
3639	when you take a bottle of water to africa	0
3640	fresh out of fb jail and still not giving a fuck	0
3641	should the government no	0
3642	when i grow up lol nevermind	1
3643	ive got 99 problems and downs syndrome is one	1
3644	cash me auschwitz how bow dach	1
3645	everytime a moslem stands up in congress and tells us they will change the constitution impeach our president or vote for socialism remember you said you would never forget they said they would destroy us from within	1
3646	mandatory vaccinations no exemptions	0
3647	america doesnt need a gun ban it needs an idiot ban	0
3648	anytime my dog growls at me excuse the shit out of my goddamn french but did you just threaten me	0
3649	this is how lesbians have sex	1
3650	muslim strip club	1
3651	most of our clothes come from this	0
3652	things men do that upset women 1 lie 2 be honest 3 not talking to them 4 talking to much to them 5 not showing any emotions 6 being too emotional 7 breathing	1
3653	the look after being told something idiotic be like	0
3654	woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it	1
3655	becomes a woman immediately kills a person driving	1
3656	manual tranny automatic tranny rebuilt tranny	1
3657	dont be rude folks go to their page and wish them a happy easter	0
3658	feed the greed hello im sir trevor chinn i control tom watson by money its what zionists do	1
3659	its maam look i found a penis	1
3660	he didnt let his disability hold him back	0
3661	i love you couch you understand me	0
3662	martin luther king jr rallying the community 1963	0
3663	i need help swimming	0
3664	no means no unless shes dyslexic then its on	1
3665	white kid i dont know how to shoot dad just pretend its your classmates	1
3666	its called fuck off and its located over there	0
3667	im not saying shes a slag but shes seen more japseyes than an asian optician	1
3668	we love your political correctness and tolerance its our greatest weapon against you	1
3669	its hard to be first class when youre white trash	1
3670	2 years on the job 4 million jobs gained 1 month on the job 25000 jobs lost	0
3671	my body my choice	0
3672	if i become a superhero would i be an exmen or a transformer	1
3673	gas yourself	0
3674	for just ten cents a day you can help feed these children	0
3675	companies when pride month ends	0
3676	cats when they hear the bag open	0
3677	2017 the year of the triggered left	0
3678	15 bucks for sex isnt normal but on meth it is meth rolling back prices farther than walmart	1
3679	when you used to be cool but now youre basically mentally retarded from years of drug abuse fat from getting sober and have no friends	1
3680	we swore wed never forget then we took them in and elected them to office	0
3681	understanding the difference nazism hollywoods inverted depiction of national socialism national socialism	0
3682	damn they really out here thinking they making it to class	1
3683	people with dwarfism arguing	0
3684	when you stoned your wife yesterday and youre lonely ankle compilaion	0
3685	when you ask the jewsih girl for her number and she starts rolling up her sleeve	1
3686	his grandparents died in the holocaust so we gonna put an oven in the trunk	1
3687	sorry white guys but i only date black guys	0
3688	banner in the streets hulk in the sheets	0
3689	can i have my razor back please	0
3690	im going trans hunting	1
3691	imagine a group of people filled with so much hatred they have to make laws making it illegal to hate them	1
3692	musslamic democrat ilhan omar has threatend members of congress shes told several republicans that shelll send them shawarma to give them a taste of her culture share to say arrest her now	1
3693	im this pretty because both my parents are white	1
3694	how do i like my eggs same as i like my niggers beaten and separated from the whites	1
3695	these people have to walk 20 miles a day for fresh water then why dont they move closer to the fucking water	0
3696	a typical white man	0
3697	whats the difference between you and a pizza a pizza taste better	0
3698	sure i shit talk the people i like but i shoot the people i dont like so that has to count for something right	0
3699	when you bout to nut in your cousin and you hear the barn door open	0
3700	look son an idiot	0
3701	im not sexist being sexist is wrong and being wrong is for women	1
3702	money cant buy you happiness but hookers and coke dont make me sad either	0
3703	when youve finished with your life of crime	0
3704	how black people became christians	0
3705	1 bomb every minute	1
3706	person i chase shows clear signs he doesnt want to do anything with me me im gonna pretend i didnt see that	0
3707	nein danke im very happy with my gas supplier	0
3708	only in america could these people consider themselves the master race	0
3709	he went to jail for your sins	0
3710	ach thats my car volkswagen cars produce more gaz than expected	1
3711	safe sex isis style	0
3712	i put the ape in rape	0
3713	the look he gives you when youre the new sheik in town	0
3714	when each letter is a mental disorder	0
3715	it is disgusting to laugh at gender dysphoria	0
3716	this is what happens when you dont spank your kids	0
3717	30 seconds into chloroform and chill and she gives you this look	0
3718	nothing more beautiful than ironed clothes	0
3719	face down ass up thats the way we like allah	1
3720	when you dress up for dinner at your girlfriends house parents house	0
3721	white people doing weird shit black people being criminals stereotypes they exist for a reason	1
3722	when i grow up lol nevermind	0
3723	slice and dice 	1
3724	when she asks you to send a dick pic and your dick is in her moms mouth	0
3725	nationalism is beauty feminism isnt	1
3726	what does each flag represent	0
3727	youve heard of elf on a shelf now get ready for	0
3728	go ahead call the cops they cant unrape you	0
3729	bruce jenners dog	0
3730	when your baby is small enough to fit in a shoe box so you take advantage of cute baby pictures	0
3731	were just here to post shit we find funny please know that if that offends you we find that shit funny also	0
3732	for those of you ignorant to history there has already been a march for our lives and they were already disarmed	0
3733	dont get me started about your tranny problems	0
3734	when each letter is awesome	0
3735	that face she makes when ahmed hits the gspot	0
3736	look a beautiful muslim woman	0
3737	pauline hanson warns obey our our rules our rules or go back where you came from	0
3738	fuck turks 1915 never again armenian for life	1
3739	happy and in love	0
3740	there are 350000 churches in america so why are there 200000 people sleeping on the streets	0
3741	this is what happens when white people lose white privilege	1
3742	i will not look at her tits because she is my friend said no man ever	0
3743	domestic abuse is not a laughing matter	0
3744	white privilege the privilege of being called racist by other people who see nothing else about you except the color of your skin	1
3745	its gettin hot in here so take off all ur clothes	1
3746	when your boss asks why you need to leave early bro im straightup not having a good time	0
3747	black people anything that doesnt belong to them	0
3748	chelsea clinton so ugly that when she gives head it counts as anal	0
3749	when some body adds another plate to the sink while im washing the dishes	0
3750	cannibalism	1
3751	mandatory work without exemptions i do nazi see the problem	0
3752	why isnt there a black guy in the clue board game because then it would be called solved	1
3753	no nut november champion	1
3754	the porn again christian	0
3755	your pug is cute as hell thats my son	0
3756	allah akbar islam is the only religion where shouting its slogan makes people think they are about to die in a terrorist attack	1
3757	a wife is like a hand grenade remove the ring and your house is gone	0
3758	if that fuckin bastard wins were all going to hang from nooses you better fix this shit hillary clinton email to donna brazile october 17 2016	0
3759	never let anyone tell you what you can or cannot do just look at beethoven everyone told him he would never be a musician just because he was deaf but did he listen	1
3760	im a gnigger and youve been robbed	1
3761	original black friday sale	0
3762	i dont have exs i have ys like y the hell did i date you	0
3763	when your wife just died giving birth to your daughter and youre alone in the room with your naked just born daughter	0
3764	nein shawty its ya bday anne frankly i hope you celebrate it with bae	1
3765	what if i told you common core was purposely designed to be confusing and frustrating so parents will look ignorant and children will get confused and feel stupid because uneducated kids whove been programmed to depend on the state for answers make much better conformist debt slaves in the future	0
3766	how to get a black guy to see his baby	0
3767	the father of christianity pagan sunworship constantine	0
3768	playboy offered her a million dollars to pose nude nat geo offered her the same	1
3769	official white house holiday ornaments	0
3770	happy pride month lets go beat up lesbians	1
3771	halal is it meat youre looking for	0
3772	if trump gets elected im leaving the country like and share if you think i should leave	0
3773	the rosenbergs were executed 1953 for selling nuclear secrets to russia the clintons actually sold nuclear material for development of weaponsto russia	0
3774	under section 44 of the australian constitution any person having allegiance to a foreign power is not entitled to a seat in our government the un is foreign power	0
3775	piggy back ride racing with friends is one way to get your cardio	0
3776	this is you liking ur own fb post	0
3777	dear mrsimtoogoodtoanswermydms this will be the last dick pic i ever send your ass its been 6 months and still no nudes dont deserve it know you got my last dick pic i put the filter on it perfect	0
3778	knowing white people thats probably the babies father	0
3779	girl problems throw acid on that bitch	1
3780	fuck the catholics fuck the catholic church fuck the pope	1
3781	kids in africa dancing and having a good time	0
3782	how you show up for the pta meeting when you know your kid has been a little shit	0
3783	oh boy cant wait to clean myself up in the showers that the guards are taking us to	0
3784	making america white again	0
3785	pet niguana for sale come with food dish a few toys and a screen lid so it cant get out 300 obo	1
3786	take them to the zoo they said theyll learn something new they said	0
3787	retarded you are kill yourself u must	1
3788	throwing off a gay one with the boys	1
3789	watch out ill put a bomb in your car	1
3790	why does the goat look wiser	0
3791	eat have more more bacon sex	0
3792	she said choke me daddy so i gave her 2 popeyes biscuits without a drink	0
3793	this is a stonger man than any one can hope to be	0
3794	daily activity log i got this	0
3795	if she wears this out in public she is on section 8 and she steals	1
3796	just banged a girl that stutters finished before she could say no	1
3797	greetings white person time to die	1
3798	mississippi wind chime	0
3799	happy pride month yall disney proudly presents the gentleman and the tranny	1
3800	when i was in high school i got braces a friend told me youre so black even your teeth are behind bars	1
3801	with black power comes no responsibility	1
3802	happy and stupid	0
3803	before my presidency there was no isis there was no caliphate there was no blm there was no antifa there was no war on police i built that	0
3804	you can say a lot of bad things about pedophiles but at least they drive slowly past schools	0
3805	oh boy i cant wait to visit notre dame cathedral on april 2019 fuck the french fuck the french bunch of gay cuckholds	1
3806	me wanna watch porn or golf her porn you already know how to golf	0
3807	say allahu akbar again go aheadsay it	1
3808	then she said go with your other bitch bitch you are my other bitch	0
3809	we should make it harder for criminals to get guns if even to prevent one tragedy but lets not make it harder for perverts to use the ladies room if even to prevent rape one	0
3810	family from mexico crossing border	0
3811	if you got your phone wet try leaving it in dry rice overnight it will attract asians who will fix your electronics for you	1
3812	these are kids these are pigs please dont get us confused	0
3813	he owns an ice cream shop	0
3814	it warms my heart seeing fathers spending time woth their kids	0
3815	texas churches be like pew pew pew	0
3816	red bull gives you wings vodka gives you 	0
3817	extremist are brain washing the children	0
3818	mamma i am hungry	0
3819	got braces friend told me youre so black even your teeth are behind bars	1
3820	i dont understand your specific kind of stupid but i do admire your total commitment to it	0
3821	rosie o donnell had to be removed from her home today to make good on her threat to leave the us if donald trump became president	0
3822	how long can i run till the chain tightens	0
3823	please tell me this happens to other people	0
3824	when you tell your islamic friend you cannot go on the same plane as them all right then keep your life	1
3825	when youre fuhrking her from the back and she says ill pay the gas bill daddy	0
3826	when you catch your goat with another man	0
3827	when it comes to acting scarlett johansson has amazing tits	0
3828	how you look when youre black and you celebrate the of july	1
3829	nevr forget you said we didnt forget and we are fighting this together	0
3830	dear diary i miss fucking	0
3831	they are like sperm you get millions but only one works	0
3832	stop illegal immigrants theyre taking the land we stole	0
3833	mondays got me like	0
3834	portable dishwasher slash sandwich maker	0
3835	joins the democrat party to indulge in deep seated supremacist proclivities helping minorities also loves black cock	1
3836	dont talk about him because hes gay shut up bitch	0
3837	when your dishwasher is done for good	1
3838	dark humor is like food not everyone gets it justnorthkoreathings	0
3839	dont be embrassed mark lots of guys yell harder daddy during a rectal exam	0
3840	listen up sweetheart and let this sink in i never owned any slaves and you never picked any cotton here ends the lesson i dont owe you shit	1
3841	a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus auschwitz concentration camp poland 1944 colorized	1
3842	not all muslims are terrorist	0
3843	iroc z italian retards out cruising	1
3844	racing for pink slips in africa	1
3845	oh youre triggered must be hard being a special snowflake	0
3846	when cops see an unarmed black youth	1
3847	this man was accused of raping his 16 y old daughters friend and all he had to do was deny the accusations thenthe girl committed suicide because they said she was lying the democrats protected this pos	0
3848	thank you so much ariana grande youre welcome	0
3849	you are finally here brotherslayer spawn killer all that strength and youre still nothing but a nigger	1
3850	my favorite animal is carrot	0
3851	all thats wrong with america is white people	1
3852	girls after killing a cockroach boys after killing 7 million jews	1
3853	muslims have sex with goats wipe their asses with their hands and drink camel piss but im the unclean one	1
3854	subway is similar to prostitution you pay someone else to do your wifes job	1
3855	maury show for on my way to the the time	1
3856	valentine in islamic countries	1
3857	isis you mean them goat fuckers that dont like bacon	0
3858	when youre cutting onions infront of your wife and youre trying to hold in your tears	0
3859	oh look my new dishwasher arrived	0
3860	this isnt even my final form	1
3861	you know you aint got no class muthafucka	0
3862	now at home depot check out the new kenyan fly strip	1
3863	islam is a religion of peace stop criticizing my religion	1
3864	femenist all men are evil and must be castrated because theyre all capable of and want to commit rape me waiting in line at best buy neat	1
3865	like if you had one of these only the kids will remember	0
3866	when you catch your goat with another man ya done fucked up	0
3867	fuck you muhammed is a pig fucker	1
3868	take that monkey shit off you embarassin us	0
3869	a moment before threesome	0
3870	jesus is love and he welcomes all homosexuals into heav dont be decieved homosexuals will not inherit the kingdom of god	1
3871	i have a rape whistle and im not afraid to use it you have to admire her optimism	0
3872	no im not going to kill the gays make slavery legal and take away womens rights im not a muslim	1
3873	great punching bag	1
3874	cheers to all my haters be patient so much more is coming	0
3875	lets end racism together we can do it	0
3876	oh youre tired of my antireligion posts why dont you pray for me to stop	0
3877	you can tell that its aspen tree because of the way it is	0
3878	10 years challenge 2019 2009	0
3879	i love my precious they will always me mine	0
3880	50 jews walk into a train what do you call them fuel	1
3881	when you have errands to run but youre too tired to deal	0
3882	when youre arguing with someone and trying notto hit them	0
3883	when youre usually a happy afghan but your girl broke up with you so now youre asad afghan taliban spokesman	1
3884	if you wanna report something report deez nuts	0
3885	sometimes i crunch up my jizz when it dries then i bring the white powder to parties and watch people snort my cock sand	0
3886	making a white trash album if you could send me some pictures thatd be great	1
3887	and then i says to her no i got your nose	0
3888	trump supporters be like fucking mexicans	1
3889	i got back with my ex 	0
3890	how much did the holla cost	1
3891	sorry im late have the racist comments started yet	0
3892	grandma is not getting run over by a reindeer this year	0
3893	theleft will never condemn sharia law the muslim vote matters more to them than preserving the constitution	0
3894	christians are retarded	1
3895	if its brown flush it down	1
3896	that look when your father sells you for a goat	0
3897	victoria police introduces a new weapon to fight apex gang	0
3898	barack obama is not americas first black president but americas first mixed race president	0
3899	he is proving you dont have to be poor to be trash	0
3900	a head diaper is required when you have shit for brains	1
3901	african american leaders organizing the la riots april 29 1992	0
3902	when you got an itch on your back that you cant reach but your white friend got you	0
3903	a rare photo of obamas birth	0
3904	going on vacation vs going back to work	0
3905	this guy grabs your girls ass in the bar what do you do	0
3906	the war on drugs is ridiculous thats just more money we could be using to bomb the fuck out of those muslims	1
3907	we have improved in our machines	0
3908	i have yet begun to defile myself	0
3909	how to cook turkey in usa how to cook turkey in romania	0
3910	hello may i please speak with jesus cause these folks gonna make me break at least 4 of the ten commandments	0
3911	love black people think everyone should have one	0
3912	patience good things come come to those who wait	0
3913	hmmm that new wife smell	1
3914	i have tits give me free stuff	0
3915	muslims in 2001 muslim in congress 2019 defund homeland security	1
3916	just ordered the new anne frank puzzle	0
3917	will you hurry up and die you chocolatey little fuck im fucking starving	1
3918	where is the black guy	1
3919	doesnt let anything stop her have a great day	0
3920	i feel like the big bad wolf looking for the 3 little pigs	0
3921	the face my parents make when i bring home a new pet hamster	0
3922	when you convert your dishwasher into a weed eater	0
3923	bills comin for ya on friday like	0
3924	gets mad about film portraying muslims as murderous savages responds by being a murdering savage	0
3925	this muslim guy is in heaven	1
3926	you know like when the tv doesnt work you give it a hard hit and then its all better	0
3927	its racist to call me a goat humper even though i hump goats	1
3928	this one time at camp someone had too much gas	0
3929	hey bro im not racist bro but ever noticed poo coloured women are loud ugly stupid fat and act like primates i havent noticed that	1
3930	muslim at the entrance hello brother brenton tarrant	0
3931	she said she wanted the d so i gave her diabeetus	0
3932	for just ten cents a day you can have delicious hand jerky	0
3933	this is what vitiligo looks like in african males	0
3934	i dont always get called a homophobe but when i do the people saying it always look like retards	1
3935	is it just me or does justin bieber look like a 35 year old lesbian	1
3936	protect gays rights	0
3937	when your friend has been posting suicidal memes in the group chat all day then you hear an ambulance drive past you did it you crazy son of a bitch you did it	1
3938	this isnt even my final form	1
3939	49 people were killed at christchurch muslim 49 people were killed at christchurch mosques muslim	1
3940	how high are you no officer its hi how are you	0
3941	im awesome on the piano but i suck on the organ	0
3942	this chemical is called astrazine monsanto hired me to find out if it changes the sexual orientation of straight frogs into homosexual frogs and it did they then pump this same chemical into the waters of the ghettos in the us	1
3943	be right back left the gas on	0
3944	when your bed is short and your feed stick out	0
3945	when you decide to stop racism by burning its symbol	0
3946	this one time at camp we got so baked	0
3947	well look what time it is time to piss off the liberals with a tweet	0
3948	oh sweetie its a little late for that new york is it though	0
3949	pete buttigieg leviticus 2013 if a man also lie with mankind as he lieth with a woman both of them have commited an abomination	1
3950	hillary clinton against the death penalty gallows are pure evil anyone who still practices this form of execution is sick	0
3951	it all depends on how you treat her	0
3952	when you have to fight captain america because you had an argument	0
3953	u gotta be prepared for disloyal sht no matter how loyal u are to a person	0
3954	im going to post a bunch of slutty pictures and act promiscuous on the internet why doesnt anyone want to date me all men are trash	1
3955	i think i almost got my dishwasher working	0
3956	america first rag heads fuck you people trump 2020 you are the enemy of the people	1
3957	why do black people smell bad so blind people can hate them too	1
3958	when you finger a girl from auschwitz	1
3959	yeah bitches 6000000 kill streak	1
3960	good morning gamers lets go kill some trannies	1
3961	when youre a good farmer who raises healthy animals	0
3962	muslims in 2001 muslims in congress 2019 defund homeland security	1
3963	thinking before robbery	1
3964	when you have a small dick and tell a jewish girl to suck it i cant	1
3965	when your dishwasher breaks so you give it a kick to make it work again my kids watching me beat my wife	1
3966	when you ask the stoke patient to smile	0
3967	well split my dick and call me caitlyn	1
3968	define nowfag i want it now	1
3969	the media trys to show only one side of the story	0
3970	the only time you can hang out with 2 dirty hookers and a tranny	0
3971	if you got your phone wet try leaving it in dry rice overnight it will attract the water from the phone and fix your electronic for you	0
3972	we have to stop this recent culture of people telling us theyre offended and expecting us to give a fuck	0
3973	when youre a convicted rapist but reruns of your show are still on tv because its not like you tweeted something	0
3974	before you start praying with me remember you should always say in the name of allah	0
3975	that face you make when he uses the wrong hole	0
3976	how men who ride crotch rockets check on their pizzas	0
3977	you know like when the tv doesnt work you give it a hard hit and then its all better	0
3978	if people reject me because i stand on the truth then i have no problem walking alone	0
3979	and then i asked mom whats for dinner	1
3980	stop crying that was only one finger	1
3981	when you are white and stole your first bike	1
3982	please give me more white nessa fanarts i cant cum to nigger	1
3983	assad my son exploded better than yours lol hamid	0
3984	predatory behaviour james charles bye sister	0
3985	when your put in fb jail but your not even sweatin cause of your back up account	0
3986	i like a good shower dont jew	0
3987	that post was so shit mel gibson is making a film about it	0
3988	if mind your business was a person	0
3989	when black people make white jokes when white people make black jokes	1
3990	when you eat that ass and find out youre allergic to peanuts	0
3991	gay conversion therapists hate this man learn how he cured the gay with this one weird trick	1
3992	a monkey wearing makeup and a dress does not make it a woman and a man wearing makeup and a dress is also not a woman	1
3993	i put the ape in rape	1
3994	hahaha good one lets throw a jew in the oven to celebrate	1
3995	transgender nibbas waiting for the signal light to turn red so they can start begging	1
3996	run over by bacon truck on way to suicide mission	0
3997	started playing hide and seek with dad been looking for him for 25 years	1
3998	now that the russia collusion myth is over are you ready for the counter punch	0
3999	you told us that cannabis has no medicinal value our lab results determined that was a lie	0
4000	when youre the only one who doesnt bring a bottled water to hiking	0
4001	i got 99 problems and optimisim	0
4002	just because she weighed as much as two people that doesnt mean that you had a threesome	0
4003	when blacks started wearing their pants low white people called it saggin spell saggin backwards those sneaky white people	1
4004	now at home depot check out the new kenyan fly strip	0
4005	happy birthday the mexicans will pay for your birthday cake	0
4006	power of christ does not compel this kitty	0
4007	when the muslim pulls out a bomb from his bag its so fucking big	1
4008	nothing says pull me over like some red solo cup brake lights	0
4009	abba ree i can fryyy	1
4010	when you have a small dick and tell a jewish girl to suck it i cant	0
4011	how to keep the thefts out	1
4012	greetings tranny time to die	1
4013	i just ran over nancy pelosi youre welcome	0
4014	when you see the gas bill	1
4015	california wildfire made millions homeless	0
4016	peinigger	1
4017	lucifer is hot lets kill all noncatholics antichrist sun worship	1
4018	how white liberals treat minorities who dont vote democrat	0
4019	the difference between moderate muslim and radical muslim follow my allah or i kill you follow my allah or he kill	1
4020	teacher ok class bring out your calculators mohammed	0
4021	you cant hate jews if theres no more jews	1
4022	i am a gamer not because i dont have a life but because i hate women and minorities	1
4023	theriously thats methed up	0
4024	average white women average muslim women	1
4025	show me your bare naked ankles you dirty whore	1
4026	i should not be expected to pledge allegiance to any country including america	0
4027	muslim logic pork is unclean but drink camel urine since it is medicine according to mohammed who was perfect	1
4028	leaving a trail of death and destruction	0
4029	im not interupting anything personal am i yeah niles we just eloped im your new mom well welcome to the family mom	0
4030	volkswagen cars produce more gaz than expected ach thats my car	0
4031	what guys envision lesbian look like what lesbians really look like	0
4032	black hebrewisraelite strong delusion warning 21012 yes this is a cult gal 189 rev 22 1819	1
4033	so the military is doing its job but not getting paid and congress is not doing its job but getting paid	0
4034	when you have 3 choco puffs left in your cereal bowl	0
4035	i dont see anything wrong with him other than he stole a wheelchair	0
4036	farrakhan speech at united center in chicago breaking news nation of islam members listen to minister louis	0
4037	we will take your guns then your bibles	0
4038	democrats claim daca kids shouldnt t have to pay for their parents crimes but white people are still responsible for century slave owners	0
4039	surprise wait where is everyone	0
4040	i made it out alive the democrats didnt get me	0
4041	give me the bread or ill kick you pregnant transgender	1
4042	how do you turn a fruit into a vegetable turn up the amps	0
4043	when the cops ask to look in your niqab but they legally cant	0
4044	islam is a religion of peace if you dont agree then youre ignorant	0
4045	my car had some trouble i need to take it to a mechanic	0
4046	if the government says you dont need a gun you need a gun	0
4047	when you have fashion show at 8 but you have to be in auschwitz camp at 9	1
4048	ma the meatloaf	0
4049	basic white girl in her natural habitat this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted	0
4050	im not an islamophobe i just cant stand the cunts	1
4051	if they dont like it here they can leave	0
4052	anymore pictures im kiddin let me pose	0
4053	we can kill as many as we want and your stupid government keeps bringing us in	1
4054	obama voters	0
4055	just trying to do my part	0
4056	senator for 36 years vice president for 8 blames trump for americas s problems	0
4057	finally synthetic watermelon	1
4058	youve been hungerstruck	0
4059	all people in this world deserve help	0
4060	give that man a suicide	0
4061	do you have any idea how fast you were going	0
4062	check out these sweet new scrubs	0
4063	people aftey they put the divider in between your groceries	0
4064	the thing about deeply depressed people is we dont smile with our teeth we smile with our eyes	0
4065	i wanna see the most fucked up meme lets see what you got	0
4066	why are the french protesting high taxes that pay for their free shit didnt they protest to get the free shit nobody said they were smart	1
4067	lets end poaching	0
4068	white trash you are doing it right	1
4069	randomly deciding to bake something	0
4070	an amazingly realistic wax figure of anne frank	0
4071	now thats a little savage little savage	0
4072	zuckerberg approves	0
4073	muslims believe that if they get killed by a woman they go straight to hell well ladies its time to lock and load	1
4074	men are like dogs we are excited to see you and have no idea why you are mad	1
4075	i dont always fuck midgets but when i do i go balls deep	1
4076	complains about islamaphobia hates jews christians atheists gays your culture your traditions your country and you	1
4077	build a house for while ordinary citizens live in poverty i blame apartheid	0
4078	when you take your dishwasher to the restaurant but it starts talking	1
4079	those that attack one muslim are attacking all muslims those that attack one american are attacking all americans	0
4080	i say we knock off trump and then go after pence we have the power maxine waters 9172018 yes she actually said this and then blames president trump for inciting violence	0
4081	people are loosing their minds over terrorism and isis in america and veterans are all like wake me up when i can go fuck shit up and not go to iail for it	0
4082	its not a hijab its a diaper for people with shit for brains	1
4083	feeling cute may go out with my cousins later	0
4084	maybe the catholic church protects pedophile preists because the last time christianity shunned a pedophile he started islam	1
4085	who was the greatest prostitute in history ms pacman for 25 cents she swallowed balls until she died	0
4086	wanna go masturbate fuck yeah masturbating	0
4087	i am not racist i just dont like brown sugar	1
4088	when you have so much cocaine but nobody to share it with	0
4089	just found out steroids make your dick small	0
4090	in 1979 jimmy carter created the department of education since then the us has gone from to in education	0
4091	muslims in 2001 defund homeland security muslim in congress 2019	1
4092	you are not wanted you are a mental deficient	1
4093	share the meme instead of tagging your friends you fucking niggers	1
4094	i like my refugees like this	1
4095	the look your women gives you when you cant finsh the job	0
4096	first rule of fight club	0
4097	muslim woman whines i dont feel safe in us wearing a headscarf with trump as president then go back to your own country where theyll stone you to death for not wearing it	1
4098	im mixed with what gorilla and rhino	1
4099	gods chocen psychopaths living on stolen land armed and subsidized by the socalled jewish state	1
4100	i hate racism why would you choose to hate an entire group of people just becase of the way they all behave	1
4101	when its 1942 and youre jewish dj khaled suffering from ss	1
4102	dad ive had too much to drink again	0
4103	the names todd retodd	1
4104	the number 1 cause of islamophobia is the behaviour of muslims	1
4105	tranny for sale	1
4106	temptations	0
4107	black people are trying to wake up	0
4108	she said girls run the world so i told her get back in the kitchen	1
4109	mom this horse smells funny	0
4110	gee id like to suicide bomb the crap out of that church but i got a thing at 5 couldnt abdul do it	1
4111	stepped on a landmine didnt weigh enough	0
