	text	category
4496	what if he was the second coming of christ certainly would explain his issue with jewish people	0
4497	nothing beats a cut of coffee in the morning	0
4498	when you want to read about other cultures	0
4499	it was gonna jump! i'm holdin' it back!	0
4500	liberals are outraged by president trump's lack of protocol when meeting the queen of england	0
4501	over 620 000 white people died to free black slaves so please lets cut the bullshit out - jf16	0
4502	"""the other day i was sucking my sister and she said ""you fuck like dad"" and i was like ""that's what mom said"""	0
4503	fuck, my mom is gonna kill me fuck, my mom is gonna kill me	0
4504	you like something that i do not particularly enjoy disgusting prepare to forfeit your life	0
4505	ahmed? i'm pregnant!!	0
4506	fresh out of fb jail and still not giving a fuck!	0
4507	retarded all stars retarded team of the week	1
4508	silence female retard	1
4509	survives ebola gets adopted by angelina jolie	1
4510	psst i got a secret to tell you	0
4511	then they gave me a crown of thorns and whipped me it was so hot i came twice	0
4512	they said we didn't have a chance in 2016 they say we don't have a chance in 2020 will you vote for me in 2020?	0
4513	when republicans freed the slaves this is how democrats responded	0
4514	look son... another terror attack by peaceful muslims!	1
4515	nazi fitness camp before after body transformation within hours	1
4516	did you know that pigs are cannibals? disgusting savages	0
4517	white people before they leave the house be like	1
4518	jolo jew only live once	0
4519	"everywhere: eats africa: ""we don't do that here"""	1
4520	when you're so high you make down syndrome up syndrome	1
4521	this one time at camp we got so baked	1
4522	marks left by a chevy marks left by a ford	0
4523	they're not really after me they're after you i'm just in their way	0
4524	terminigger	1
4525	and just like that.. i'm into hiking	0
4526	i don't see anything wrong with him other than he stole a wheelchair	1
4527	cannibalism	1
4528	this abuse is not ok	0
4529	what do you get when you see bill cosby in double vision raped	0
4530	when you're muslim but you have oil	1
4531	go ahead call the cops they can't unrape you	0
4532	bruce jenner's cat	0
4533	refugees welcome	0
4534	then he said i couldn't come to the barbecue because i always burn the franks	1
4535	why are we smart? because we went to campes!	0
4536	i love to fight for my country	0
4537	don't be rude, folks go to their page and wish them a happy easter	0
4538	uncle daddy and me gonna have us a nephson	1
4539	my tits may be nice but my pussy is the bomb	0
4540	protestors should step their game up and start blocking railroad crossings	0
4541	do you think a terrorist has or could infiltrate our goverment ???	0
4542	texas churches be like... pew pew pew	0
4543	when you meet that gender studies student again my genders have doubled since the last time we met	0
4544	when you borrow money from grandma and can't pay her back	0
4545	muslims are idiots!!! muhammad was a pig that's the truth folks! allah is that pig's penis!!!	1
4546	life is hard it's harder when you're stupid	0
4547	can you see the difference?	0
4548	when your dad comes home from a suicide bombing	0
4549	when your dishwasher is broken so you take it back to walmart to get a new one	1
4550	america sucks. conservatives are racists. rich people are evil. give me your money. the 2020 democrats!	0
4551	been here 6 generations, gets loan to be repaid in full from the government. been here 3 months gets $1400/wk from the government	0
4552	meanwhile at the isis strip club	0
4553	dude! look at this girl! carl, shut the... damn that ass!	0
4554	when you choke the hooker a little too hard and she dies this is where the fun begins	0
4555	carolina squat what kind of mental midget, coconut humping, poop throwing from a tree, goat herding, mouth breathing, have you seen my helmet moron remotely thought this was cool	1
4556	i hate americans more than hillary or obama..!! trust me.	0
4557	when tr*nnies want to be accepted but they mutilate their bodies	1
4558	pete buttigieg.. leviticus 20:13 if a man also lie with mankind, as he lieth with a woman, both of them have commited an abomination	1
4559	yeah, i'm lgbt let god burn them	1
4560	when an asian buys an american sports car the gooks of hazzard	1
4561	i am nurtured by your hatred	0
4562	happy day of hatching from your jew egg	0
4563	"during sex. i suddenly stopped and didn't move she: ""what are you doing?"" me: ""hush bitch, i seen this on pornhub, its called buffering"	0
4564	adding coolant when the farm equipment overheats	1
4565	when you're nuts deep in a nasty hooke and feel something bit your dick there's a baby in this dumpster	1
4566	just for control ne this is my current mood	0
4567	for just ten cents a day you can have delicious hand jerky	1
4568	faceswap ching chong 100	1
4569	nice try women now go back to the kitchen	1
4570	i like my women like i like my chickens held in captivity until i behead them	1
4571	if being a racist means i don't want my country filled with radicalized 'refugees' from terrorist countries, attacking people in the street because of their religion, yelling <<death to infidels>>, stabbing dozens of bystanders with a butcher knife then i'm a racist	1
4572	it warms my heart seeing fathers spending time woth their kids	0
4573	30 minutes after eating taco bell	0
4574	when you have a small dick and tell a jewish girl to suck it. i can't	1
4575	how do you know if a black guy is well hung? you can't fit your finger between the rope and it's neck!!	1
4576	white kids be like im killing everybody	1
4577	hello my lgbtq friends it's pride month so free shots for everyone	1
4578	behind every screaming goat is a muslim with his pants down	1
4579	i won a gift card for blockbuster	0
4580	remember when they voted on your new green deal in the senate and no one supported it? that was awesome!	0
4581	just waterin' the dirt	1
4582	look at these precious 3- year olds & windows, said no sane person, ever	0
4583	shut up cunt.	0
4584	that face you make when you're a bully and just got beat up by a girl	0
4585	my favorite animal is carrot	0
4586	you can fuck off with that shit you can fuck straight off to fuck off mountain while riding your fuck horse to the land of awwww hell no	0
4587	hey man you gotta go home my parents are fighting again	0
4588	dishwasher for sale missing parts	0
4589	blowjobs buy one get one free	0
4590	yobo you only blowup once	0
4591	whlle the keepers were distracted, harold, the oldest of all the apes, made his escape by posing as a wheelbarrow wheelbarrow pusher	0
4592	knowing white people he's probably the father	1
4593	no woman commits suicide of they fail to find broke guy for marriage	1
4594	this is rudolf hess. he edited mein kampf for adolf hitler. that makes him..... the first grammar nazi	0
4595	making decent coffee	0
4596	almost all of trump supporters are white	0
4597	please make them white	0
4598	me getting offended at a joke is like a jew escaping a gas chamber it never happens	1
4599	grab your helmut its about to get retarded	1
4600	muslims in a predominantly christian nation christians in a predominantly muslim nation	0
4601	donald trump is my bitch you stupid arrogant americans.!	0
4602	ramadan begins may 27. bombathon ends june 24	1
4603	jesus loves you because you're poor white trash	1
4604	mooch in his natural habit	1
4605	the double tap is a myth shoot until the threat changes shape or catches fire. only then will your enemies know true peace	0
4606	i dont like sandwiches . oh well nevermind ..	0
4607	how do i like my eggs? same as i like my niggers beaten and separated from the whites	1
4608	don't get fooled take them out swimming on the first date	0
4609	liberals waiting for cnn to tell them what to be upset about next	0
4610	new zealand edition call of duty	1
4611	when your group has a bunch of inactive members in it... hey... do stuff..	0
4612	white trash you are doing it right	0
4613	police academy graduation ceremony	1
4614	october 31: this year i'm gonna get through no nut november november 1: so that was a fucking lie	0
4615	""" i don't wanna, just get it, get it, get it, get it (that shit is so hard) chance the rapper ""the big day"""	0
4616	jokes don't kill people muslims who are offended by jokes kill people	1
4617	"i don't like the term ""rape"" i prefer ""cuddle with a struggle"""	0
4618	vitiligo is a skin disease that causes the loss of melanin	0
4619	how many more mass shootings must we orchestrate before you give up your guns?	0
4620	thats fucked up, but i like it	0
4621	when you don't know who to call the police or the rspca	0
4622	when your friend looks at you after the acid drops	0
4623	iroc z italian retards out 'cruising'	1
4624	"islam ""i will instill terror into the hearts of the un believers: smite ye above their necks and smite all their finger-tips off."" quran 8:12"	0
4625	when you stuff your jewish chicken before you give it a good roast	0
4626	when you and your best friend get in trouble together	0
4627	happy birthday brother!!!!	0
4628	shoutout to all the ladies who don't gotta be half naked to get a mans attention. the rest of you bitches come with me	0
4629	say cheese! photobomb	0
4630	that look when your father sells you for a goat	1
4631	the look on his face when he discovers the blood from ahmed raping his virgin daughter	1
4632	hey barack, my tranny is better than yours!	1
4633	this is nahir nahir is born in germany nahir is german this is fluffy fluffy is born in horse stable fluffy is a horse	1
4634	sacred cross? sounds like bullshit let me call my friend who's an expert in bullshit and fairy tales	0
4635	"him: ""you have to respect our religious beliefs"" me:"	0
4636	fresh out of fb jail and still not giving a fuck!	0
4637	i told my gay friend that i can turn fruits into vegetables and he told me to prove it so i pushed him off a balcony	1
4638	hello dispatch, white folks are celebrating killing other white folks for land that ain't theirs	1
4639	hell yeah nig- i mean brother!!!	1
4640	they don't deserve to suffer	0
4641	perfect day until you remember you haven't showered in a week	0
4642	nothing is stronger than love except a tiger ii	0
4643	can you tag your friend tell them i found their baby pic	0
4644	when you're lonely and have no one to pull the anal beads out for you	0
4645	what life feels without moisturizer	0
4646	when you're muslim but you have oil	1
4647	i hate when i see a black out in my neighborhood but i still offer my neighbors a candle	0
4648	i bet her pillows dont have pillowcases	0
4649	after group sex mohammed is very tired	1
4650	making mashed potatoes	1
4651	new zealand: dozens dead in mass shooting usa: -first time?	1
4652	well look at you i've never fingered a potato	0
4653	it's racist to call me a goat humper even though i hump goats	0
4654	i'm sure glad i dodged that bullet fuck white women asians are cute and tight asf i should know, i watch anime and hentai	1
4655	go back to sleep your government is in control	0
4656	im not racist i love all my friends	0
4657	don't shoot im unarmed	0
4658	jewish man hears a knock on his door, presumably an ss officer, as he was preparing to flee his home, 1942 (colorized)	1
4659	girl: how do you eat pussy? me: like a retard tasting ice cream for the first time	1
4660	when you're friends make fun of you for having a weird shaped body	0
4661	how do mexicans feel about trumps wall? they'll get over it	1
4662	i thought of something funnier than 9/11 the holocaust	1
4663	vikings walk in. fuck shit up. walk out	0
4664	excuse me, do you have a moment to talk about racism?	0
4665	danish bacon ... it's gonna rock your world	0
4666	how dark is your humor? me:	0
4667	respect your elders they've learned a lot in their time	0
4668	i now have two identities transgender and transfat	1
4669	dad why do we stink? so blind people can hate us too, son	0
4670	a short histoy of u.s. presidents	1
4671	lawd, please give me strength to walk away peacefully because we both know i don't have the bail money	0
4672	when you don't abort the baby and it dies anyways	0
4673	happy birthday ya lil goat fucker	0
4674	"we've reviewed your report of the group ""all jews should be burned alive"" and found that it doesn't violate facebook's terms of service.."	1
4675	when mom calls you by your full name	0
4676	arabs arabs how could the jews do this to us	1
4677	instructor: ...and this is how you take off me: ok cool, but how do i land? instructor: good question	0
4678	when you escape a heatwave a sprinkler	0
4679	if one drop of semen contains more life than a drop of blood, then why don't vampires suck cock? oh wait......twilight	0
4680	i like my coffe like i like my slaves extra dark	1
4681	that face she makes when ahmed hits the g-spot	0
4682	"old people at weddings always poke me and say ""you're next."" so, i started doing the same thing to them at funerals"	0
4683	a vaginai is like a tin roof if you don't nail it enough, it ends up over at the neighbors	0
4684	women are like parking spots usually, the best ones are taken... so when no one is looking-stick it in the disabled one	1
4685	will you hurry up and die you chocolatey little fucker i'm fucking starving	0
4686	bruce jenner's cat	0
4687	as for the open liquor, i live in my car. my car is my home. i'm sure you have liquor in your home. cops pull you over in your house, how is that open liquor?	0
4688	smh kids these days rely too much on technology	1
4689	the media calls them refugees but this is what you will get	1
4690	nazi soldiers used flame throwers to clear trenches	0
4691	i just hear my girlfriend is pregnant	0
4692	when god sees people claiming that there are more than two genders isn't that my decision?	1
4693	whenever you feel stupid, remember this	0
4694	hey look at me! i'm wearing a yellow hat!	0
4695	let's end racism	1
4696	when all your army's peaceful solutions fail you know what our problems require special forces' unconventional solutions	0
4697	proud to exercise my beliefs	0
4698	"a ""man bun?"" i tie my hair like that giving head"	0
4699	do you want to know the real reason they don't want 5.7 million muslims rioting in their streets the french government hasn't mentioned terrorism?	1
4700	has an interview.. ...shoots out truth	0
4701	destroy diversity. preserve the uniqueness of white culture	1
4702	meanwhile at the isis strip club	0
4703	how long can i run? till the chain tightens	1
4704	my first high school football game was a lot like my first time having sex... i was bloody and sore at the end but at least my dad came	0
4705	"*when i finally snap and actually kill myself after years of saying ""i wanna die""* my friends: you did it. you crazy son of a bitch, you did it"	1
4706	is that guy fucking a goat god damit carl...he is	1
4707	the first president they can't control ...and they don't likeit!	0
4708	sometimes a man's purpose in a woman's life is to help her become a better woman... for another man	0
4709	"""so i'm expected to walk on eggshells in my own country just so i don't offend some 7th century islamic goat humpers who ain't figured out yet this is the 21st century???"" ""what the hell kinda meat headed bullshittery do you call that?!??"""	1
4710	chelsea clinton... so ugly that when she gives head, it counts as anal	0
4711	destroying babri hindu niqqas after buslims after throwing stones on local mandir	1
4712	dude, sometimes when i close my eyes i can't see	0
4713	no money for them plenty of money for them	1
4714	send me sexy pic	1
4715	we are the knights who say nigger	1
4716	dudes be like i'm just going to like all of her pics... except for the ones of her and her man	0
4717	"you say i'm racist because i don't want illegals here? i have some news for you. ""illegal"" isn't a race, morons"	0
4718	what the neighbors see what my father sees	0
4719	chelsea clinton.. so ugly that when she gives head, it counts as anal	0
4720	so....i guess you can't give me an old fashioned... ....how bout a bj?	0
4721	officer down	0
4722	"put'n the ""ham"" in mohamed"	0
4723	i don't see a poblem with banging my sister adam and eves kids had to bang to populate the world	1
4724	handjobs sold separately!	1
4725	never trust women	0
4726	lust and love	0
4727	oh you're triggered? must be hard being a special snowflake	0
4728	it's a piece of cake if she's not awake	0
4729	listen up sweetheart and let this sink in i never owned any slaves and you never picked any cotton. here ends the lesson. i don't owe you shit	1
4730	how! can i get dat percap?	1
4731	attacks trump's unpaid daughter pays her own daughter $750, 000 to send out mailers	0
4732	are we there yet	0
4733	rice cooker now versus in 1945	0
4734	sorry if i offended you but maybe you needed to be offended here's my apology and one more thing... fuck you!!	0
4735	rise of the planet of the apes (1963)	0
4736	"muslim at the entrance: ""hello brother!"" brenton tarrant:"	0
4737	today's gop base he's old, he's white, he's believes all the shit he hears on grumpy and he fox news	0
4738	when the food you made actually taste good	0
4739	"when your ex says ""you won't find a b*tch half the woman i am"""	1
4740	i'm taking my clock to school	1
4741	mississippi wind chime	0
4742	raising goats is hard work	0
4743	people think i go out of my way to piss them off trust me, it's not out of my way at all	0
4744	jack nicholson is a savage at lakers games when he sceams at the players	0
4745	first gay pride parade! can't wait! making history	1
4746	emmanuel macron said: 'nationalism is treason' if not for the u.s. you'd be saying that in german right now	0
4747	that's why we bomb you	0
4748	let's take out the trash impeach both	0
4749	disney and chill ?	0
4750	when this happened at home i had no one i could tell	0
4751	creeps into your childs room empties his sack	0
4752	when someone asks me to remove a picture because they're offended	0
4753	did nazi that coming	0
4754	the new space saving dishwasher you can hang it anywhere!	1
4755	classic photo of anne frank	0
4756	where do suicide bombers go after they die? everywhere	0
4757	have you seen my bag	0
4758	i'm trying to put a load in the dishwasher him: let me help you!	0
4759	stalin: if you invade us, you break our agreement hitler: quicksaving..	0
4760	i vote republican... ...because i may not have much, but republicans will make sure others have even less	0
4761	go home, snail you are drunk	0
4762	fucking aye	0
4763	if asians got random english tattoos too it means love in english!	0
4764	fur missile incoming	0
4765	hey these arent mcdonalds fries	0
4766	how to get a black guy to see his baby	1
4767	when the un adds another million to the holocaust death toll	1
4768	when you're losing an argument against your black friend	0
4769	"people are loosing their minds over terrorism and isis in america... and veterans are all like... ""wake me up when i can go fuck shit up and not go to iail for it"""	0
4770	what does blm stand for? black lives matter	0
4771	women ask for equal rights, so i give them equal lefts aswell	0
4772	laughs in [majority of u.s crime rate]	0
4773	from no child left behind to no child left alive	0
4774	hello brother wait is that a shotgun?	0
4775	black people mitochondria being the powerhouse of the cell	1
4776	lol i missed my period last week	0
4777	black power white power keep poking that bear	0
4778	they want this not because they love you they need to mix breed to preserve their species	1
4779	who said that women can't park	0
4780	fuck banks fuck indians too	0
4781	dark humor is like food not everyone gets it. #justnorthkoreathings	0
4782	how many fucking accounts do you assholes have?	0
4783	shoot boy, i ain't racist i've got four black tires and a color tv	1
4784	"when you realize that ""ginger"" is just the n-word, rearranged"	1
4785	you see this pig? it's called muhammad	1
4786	went outside today yolo	0
4787	after 3 million years of evolution we have only lost the hair!	0
4788	a muslim ban would've stopped that	1
4789	"""gun control"" doesn't mean what you think it means it means only the state will have guns if you think that's a good idea you need to read a history book"	0
4790	is this mother fucker serious? where in the hell am i going to find a truck load of bitches?	0
4791	when you die and go to heaven but now have to wait for your doggo to join you	0
4792	master chef with low rating master chef with high rating	1
4793	valentine in islamic countries	1
4794	about my page there will be shit you don't like, i'm going to post it anyway	0
4795	how can this be allowed a free home and benefits? when this man was allowed to die on the streets after serving this country	1
4796	its national hebrew day go pick up a hot jewish girl	1
4797	i like my niggers like i like my christmas ornaments hanging from my tree	1
4798	once you go black you deserve it	0
4799	now what !? captain vagina hit them with your purse?	0
4800	our dad is potato farmer	0
4801	this is anne frank in june 1929	0
4802	christians are retarded	1
4803	when the jews genocide you so hard for 50 years that your population triples	1
4804	when americans realize fish swim in schools	0
4805	it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs'	0
4806	did you know you are supposed to pull anal beads out slowly? i didn't... i started the wife up like a fucking chainsaw	0
4807	blacks when they hear kilometers per hour instead of monkeys per yard	1
4808	play stupid games win stupid prizes	0
4809	when you're shooting up the school and the cops shoot the black kid that's running away	1
4810	every day you spent home sick from school was spent with bob	0
4811	gudako: top fans gay top fans : admin gay it's fine for me to say that, but not for you!	1
4812	when i grow up i wanna be a famous rapper	0
4813	eix bafe2, i didn't sign up for this shit	0
4814	flight attendant: *yawns* deaf passengers:	0
4815	when she say its not you its me bitch its finna be yo eye	0
4816	only man to award a terrorist 10.5 million dollars for killing an american oldier....fucking scum bag!	0
4817	it can't be homicide if there is no race	1
4818	when the kush so good you lose chromosomes	0
4819	celebrating the weekend like	0
4820	this shit right here is why i suicide people	0
4821	when yo finna play w/ yo self, then you think about yo dead relatives thats watching	0
4822	hitler giving his speech to german people	0
4823	when a parent tells me that their kid is an angel [whispering] so was lucifer	0
4824	i'm an evolved monkey on a cartoon ball, nasa told me, its science bruh!	0
4825	it's not high treason it's alternative loyalty	0
4826	its spring so don't forget to reverse your battery cables so the air conditioner comes on instead of the heat	0
4827	hello is that everything you need ? i thought you left your smile back there	0
4828	i love muslims point me to right direction	1
4829	have you ever tried ethiopian food? neither have they	0
4830	send me location	1
4831	chicks be like the blacker the berry the sweeter the juice	1
4832	uncle : that ain't all your hair me: them ain't all your kids #thanksgivingclapback	0
4833	white people love snitching so much they created yelp	0
4834	clint eastwood and michelle obama	0
4835	when you glue your ass shut so your uncle can't rape you survival	0
4836	how to cook turkey in usa how to cook turkey in romania	1
4837	transgender satan is not amused	1
4838	made rice krispies way before kellogg's rt @tooracist: my japanese girlfriend didn't get this joke. i had to drop the bomb twice	1
4839	they probably arguing over some little shit	0
4840	dark humor is like hitler some people call it wrong, , but i find it completely justified	1
4841	great news! my iq tests came back negative	0
4842	no racism	0
4843	socialism: because you don't need toilet paper when there is no food	0
4844	"""if that uckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016"	0
4845	why arent there any pharmacies in africa? because you cant take medicine on an empty stomach	1
4846	i may be blind but at least i'm not black	1
4847	that post was so shit mel gibson is making a film about it	0
4848	get your nails ready. you never know when you have to show them off	0
4849	when you and ya partner see an unarmed black youth	0
4850	the world's most wanted terrorist obama bin lying	0
4851	whats the difference between a feminist and a suicide vest? a suicide vest actually accomplishes something when its triggered	1
4852	when you fuck a black guy cuz you thought they all had big dicks, but it was small, and now your purse is missing	1
4853	husband husband you are my husband	0
4854	do i make you horny baby.... do i??????	0
4855	pride week	0
4856	caitlin jenner showing off her new whip	0
4857	my religion is the religion of peace if you don't believe in it we will kill you	0
4858	women deserve equal rights and support	0
4859	"whenever i go to a bar i shout out ""you cheating whore!!!"" whoever turns around is who i'm buying drinks for!"	0
4860	you say dirty infidel, i say filthy goyim! you make them become cucks, i'll mow them down with trucks! side by side for white genocide!	1
4861	*somethings bad happens* medieval europe: jews i swear, it was the guy with the long nose	1
4862	"""why do you keep pressuring me to do anal ?"" me: so much to do, so much to see, so what's wrong with taking the backstreets ?"	0
4863	this steak is so black it's trying to abandon the baby potatoes	1
4864	look! we have a right to be angry, stop bombing our country	0
4865	hunger games he's winning	1
4866	show m an american ghetto and i'll show you a place where white democrats are in power	0
4867	if your phone gets wet, try putting it in dry rice at night, the rice will attract asians who will fix your electronics for you	1
4868	you boys every played hot potato	0
4869	first off i'm t.i. not kanye west	0
4870	you can't be racist if. nvm you are racist	0
4871	once you go black so does your eye	1
4872	how white liberals treat minorities who don't vote democrat	0
4873	i know who my enemy is and i know he's watching us now and you're just his nigger	1
4874	see here's your mistake you added a fuck that i didnt give	0
4875	when ur too young to know racism but ur happy cause u got a new pet	0
4876	the floor is jews	1
4877	when did you have lunch?	0
4878	that's black people for you what did you expect?	1
4879	me every time i'm out in public there's too too many people on this this earth. we need a new plague	0
4880	crisis hotline, how can i help? well...i'm feeling suicidal... great! can you fly a plane?!	1
4881	when you're about to play with yourself but you can't stop thinking about that gorilla dream from last night	0
4882	i see you what you did there	0
4883	during the holocaust, jewish bodies were treated like trash	0
4884	"if your refund is more than you paid in taxes you aren't getting ""your taxes"" back, you're getting ""my taxes"" back!"	0
4885	trump supporters be like fucking mexicans	1
4886	i'm a gnigger and you've been robbed	1
4887	when the whole squad roasts the jewish kid	1
4888	you cant handle the truth	0
4889	once you go black so does your eye	1
4890	i almost joined the kkk once.. but there weren't enough gay, black women in town to justify me volunteering that much free time	1
4891	when your chinese food shows up completely uncooked	0
4892	investigating homicide in lgbtq community	0
4893	vlad the impaler loved eating food and killing people	0
4894	perfect girls don't exi	0
4895	is there any greater joy for us men than raping women? what in the goddamn fuck	1
4896	when you're cool with the lbgtq community	0
4897	quick, which one is a bb gun? oops, too late.. ..you're dead	0
4898	dear single girls, please stop saying you should give up and get a cat. if no man wants you, please don't force an innocent cat to live with you	0
4899	your daddy shoulda pulled out!	0
4900	your memes suck show us your tits	0
4901	great apes	0
4902	basic white girl in her natural habitat this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted	0
4903	hey bro i'm not racist bro but ever noticed poo coloured women are loud, ugly, stupid, fat and act like primates? i haven't noticed that	1
4904	people report my shit i produce more shit	0
4905	i like my coffee like i like my slaves extra dark	1
4906	how do you like them well done please!	0
4907	time barack hussein obama muslim of the year	0
4908	i like my coffee like i like my women in the kitchen where they belong	1
4909	knowing white people he's probably the father	0
4910	friends come and go but brothers last forever	0
4911	who wore the kufi best??	0
4912	sunday family fun day!	1
4913	kathy bates in the movie waterboy	0
4914	whenever you feel stupid remember hindus wash themselves and purifies their souls the river is the 5th most polluted river in the wolrd	1
4915	i hate 3 things: racism. sexism and white men	1
4916	when i grow up... lol nevermind	1
4917	alright girls ! smiiiiile	0
4918	when you mighta been born just plain white trash but fancy is your name	1
4919	how you like me now ?	0
4920	being a boy in the 90's being a boy in 2018..	0
4921	you just went full goat fucker never go full goat fucker	0
4922	six kids, no husband, no job, and food stamps $10,000 back in income taxes	1
4923	my momma... momma says girls are the devil	0
4924	justin trudeau the imam of canada	0
4925	the ruling on the field stands mr. hernandez did not get both feet on the ground in time	0
4926	be right back left the gas on	0
4927	amsterdam hamster dam	0
4928	so glad i grew up doing this not this	0
4929	illegal aliens are not welcome	0
4930	he went to jihad's	1
4931	push for better healthcare in the country injuries happen when you least expect them	0
4932	grandparents be like one little snack before you go home	0
4933	trannies deserve being thrown into an active nuclear reactor	1
4934	that face you make when he uses the wrong hole	0
4935	when he asks you to see your hair	0
4936	mexicans hugging and kissing walls and fences, to show their love for border controls	1
4937	you say not all muslims are monsters? imagine a bowl of m&ms with 10% of them are poisoned. would you eat a handful	1
4938	don't settle for just any bargain brand white trash ask for tomi larhen by name now with 50% more maga	1
4939	proof you can be a fruit and a vegetable	1
4940	whats the best thing about a blowjob? the 10 minutes of silence!	0
4941	don't move and give me your money	0
4942	"""if that fuckin bastard wins, we're all going to hang g from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016"	0
4943	back in the day when you couldn't hide behind a computer screen	0
4944	someone else used kids to push an agenda	0
4945	monkeys often pick bugs off each other to snack on	0
4946	this would be racist if black people could read	1
4947	person i chase: *shows clear signs he doesn't want to do anything with me* me: i'm gonna pretend i didn't see that	0
4948	the wife said we needed a new coffee maker, so i got one. the name is mr. coffee, the wife was amused	0
4949	which is more important length or girth? turns out its consent	0
4950	we love your political correctness and tolerance it's our greatest weapon against you!!!	1
4951	what are we waiting for again ?	0
4952	that feeling you get when people from the uk start talking shit	0
4953	who assassinated joan rivers after she trashed obama, remember	0
4954	illegal aliens are more american than american citizens. aoc 01/08/19	0
4955	tfw you hear that you should be able to walk again with 2 months of pt	0
4956	not all muslims are terrorist	0
4957	when nobody knew who you were until you got on your knees	0
4958	president trump accused of sexual assault right before the election clarence thomas accused sexual harassment right before the election right before getting voted in by the senate roy moore accused of sexual assault right before senate election in alabama brett kavanaugh accused of sexual assault right before getting voted in by the senate still convinced that the accusers are telling the truth? bret e macgregor monday at 8:34 pm	0
4959	patience, good things come come to those who wait	0
4960	what if i change my gender so i become the victim and not the rapist	1
4961	spending quality time with dad	1
4962	i said i wanted to see his kids so he came in my eye	0
4963	my 6 year old son is in a wheelchair, so i made him a tank for halloween this year. special forces?	1
4964	when you accidentally send a d**k pic to your mother	0
4965	shits about to get real	0
4966	me posing for the paparazzi like	0
4967	is there anything more beautiful than the islamic call to prayer?	0
4968	ach!! thats my car volkswagen cars produce more gaz than expected	1
4969	i hate snow its white and on my land	1
4970	r.i.p to all the black soldiers that died fighting for a country that never fought for them	0
4971	morgan freeman morgan not-so-freeman	1
4972	so there i was in elizabeth warren's teepee.	0
4973	what if i told you you and i should find a bed n get freak nasty	0
4974	you can see black lives matter	0
4975	meanwhile at the isis strip club	0
4976	hans, forget ze flammenwerfer get the gustav	0
4977	when you get old and your brother decides to stop by and drink with you	0
4978	"ilhan omar has vowed that on her first day in congress she will conduct a muesli ritual ""to cleanse the chamber of the right wing evils"" share to say she's the evil one"	0
4979	suicide bombers will strap a bomb vest around their waist	0
4980	united we could be great together	0
4981	reincarnation ? you mean press x to respawn	0
4982	someone collect this white trash	0
4983	back off f'ing white male we are on a sex strike	1
4984	the feeling after a long day at work	0
4985	am i doing a good job?	0
4986	this is a declaration of war  ...on you, your family, your friends, and all you hold dear	1
4987	if you like your baby you can keep your baby 2020 dnc campaign slogan	0
4988	what do they have in common? you enjoy pushing them both down the stairs	0
4989	how africans eat their food mmmm....... delicious	1
4990	starving mexican man eating peanuts	0
4991	you can't get her pregnant if she's a goat	1
4992	a hijab is a veil worn by muslim women in public. it's their choice to do so	0
4993	next time you're having a bad day, think of this squirrel	0
4994	400 years of slavery rape and murder but now she loves him and hates her own men	1
4995	when you see your ex having a seizure in public shake it like a salt shaker bitch	0
4996	now that's a koala-ty photo	0
4997	michelle obama angry monkey	1
4998	large big mac no ice	1
4999	sis: you're the father/uncle bro: i'm gonna be an funcle?	0
5000	how to get a black guy to see his baby	0
5001	when black people make white jokes when white people make black jokes	0
5002	psst. hey european citizen wanna buy some illegal memes?	0
5003	"when the white kid you've been nice to passes you a book under the table and he wrote ""you're cool. run out of the school when i give the signal"""	1
5004	this makes me puke send all of them back home	0
5005	allah is watching you!	1
5006	this is my neighborhood after the mexicans moved in welcome to the future of america	0
5007	i only wear silk panties cotton ones remind me of slavery	1
5008	go pluck yourself	0
5009	officer down	0
5010	sometimes i crunch up my jizz when it dries then i bring the white powder to parties and watch people snort my cock sand	0
5011	when the grand mufti tells you that you're the next suicide bomber to attack the christians muslim childhood achievements	1
5012	when a person tells you that your meme or joke was heavily offensive. i can go lower	0
5013	this muslim guy is in heaven	1
5014	happy birthday ya lil goat fucker	1
5015	good guy police officer capturing them young	0
5016	oh, you're tired of my anti-religion posts? why don't you pray for me to stop?	0
5017	when you're struggling a bad date out after to rub one	0
5018	you care more about your truck than you care about me well, my truck blows gaskets, not other dudes so.	0
5019	that look you give when you got your fix but not your kids	1
5020	feeling cute lol might rs 67 camaro ca-mare-ohhhhhhhhh	0
5021	gets kicked out of every country they been to blames you	0
5022	when you got a warrant out for your arrest	0
5023	we can kill as many as we want and your stupid government keeps bringing us in	1
5024	it all depends on how you treat her	0
5025	when you're a complete piece of trash but sheeple still like you because you're black	0
5026	black people anything that doesn't belong to them	1
5027	your new name is abdul you'll take it and like it cracker	1
5028	warning smoking kills	0
5029	amsterdam red light district isalamabad red light district	1
5030	four-legged friends can be found from the least expected walks of life	0
5031	when your dishwasher is broken so you take it back to walmart to get a new one	1
5032	when your dishwasher asks you to take out the trash i think it has a mind of its own	0
5033	love in the world comes in many forms	0
5034	hey, sorry goat fucker that warning shot over your head? was a bit low!	1
5035	if you wanna report something report deez nuts!!!	0
