text	category
i remember when your mom dropped you off to school she got a fine for littering	0
did somebody say hump day	0
same	0
help the starving children of the world!	0
truth be told the real reason for racism	0
tell me about american history? fuck i know about american history? i thought we wiped all those people out? i'm a european born in america	1
life is hard, it's harder when you're stupid	0
do gay midgets come out of the cabinet?	1
when you find out there's an opening for the role of chewbacca	1
the military finally sent this man back to his family	0
i'm not saying that i hate donald trump but i'd unplug his life support to charge my cellphone	0
on a scalefrom 1 to 10 how much do you like kissing	0
cheering on your team in the world cup	0
feminist literature? you mean cookbooks?	1
when karen helps u camouflage the crackhouse	0
when the mexican lady at taco bell messes up your order	1
cheers to all my haters! be patient. so much more is coming	0
the new democratic flag	0
romanians when they see a slightly open purse/pocket/window	1
what did you say? i didn't quite catch that	0
lol she thinks she's a goat	0
mark zuckerberg's wife, priscilla chan is a man	0
how you guys think they look like but when pados wale pandit sees you	1
your rights end where my feelings begin	0
when the beat drops in the synagogue	0
not only is donald trump my president..... but he's also barack obama and hillary clinton's president! don't you love it! :d	0
do you think when fish get thrown back by fishermen, they swim around yelling about alien abductions and the other fish stop talking to them?	0
"put'n the ""ham"" in mohamed"	1
when you and your homie load each other's dishwashers	0
instructor: ...and this is how you take off me: ok cool, but how do i land? instructor: good question	1
listen up cupcake we are losing our country to goat humpers!	1
instructions on how to come for me 1. dont	0
mlk giving a powerful speech	0
motor neurone awards 2018 winner- best t-rex impression	1
i don't know how people wear these everyday feels like this to me	0
the smile you make democrat privilege: i got away with it when the race card buys your freedom	0
how do you kill 100 flies? smack an african kid in the face	1
this thread needs more bacon	0
the best game of all time farming simulator 1848	1
"a girl asks her mom, ""why am i black and you're white?"" she says, ""the way that party went, you're lucky you don't bark. """	0
when you pour a bowl of coco puffs and realize you're outta milk	1
"openly states that america and americans are both ""immoral"" boinked her own brother"	0
"the ""i'm not black but my kids will be"" face"	0
holy fuck 50 muslims on one credit	1
the ku klux klan killed 3446 blacks in a span of 86 years since 2016 blacks killed 1891 other blacks in chicago alone	0
hi, i'm nate i'm a lesbian in recovery	1
excitement across the capital	0
when you go see your family because of the barbecue	0
"""if a dishwasher wore pants, would it wear them like this or like this"""	0
just because you have a beard, it doesn't mean you're a man. last time i checked vaginas can grow hair too	0
real	0
white people in chicago at 2am	1
you're a special kinda nuts aren't you?	0
this is how a snake's mouth looks from the inside, i think everything is clear now	0
exercise ? thought you said extra fries	0
i think it's funny to haggle over price with hookers when you're just going to kill them anyway	1
hey lets go see if that kid wants to run around with us great idea	0
what's better than winning a gold medal in this contest walking	0
hey look at me! i'm a serial pedofile	0
if you think tide pods are good try the cotton candy in the attic	0
picked up 2 new pillows and dishwasher at the flee market winner winner chicken dinner	1
there is no hindu terrorism in india. what if i say it isn't true? will shoot you dead	1
release your tax returns i emailed it to you	0
meanwhile at the isis strip club	0
when a dog' s been bad when a cat's been bad	0
i like my coffee like i like my slaves extra dark	1
when the lot lizard says she'll do anything for 10$	0
if you think ms-13 gang members are human, but 20-week old fetuses aren't you might be a democrat	0
black people anything that doesn't belong to them	1
nothings impossible	0
i'm going to choke her with nuts bitches love choking on nuts	0
the look you have on monday morning	0
this shit is why i bake people	1
when the villagers ask why all the 9 year old girls are walking funny	1
superman's flying class was popular, but no one ever passed	0
the secret to a good marriage is having sex at least 3 times a week. and at least once with your wife	0
this one time at camp someone had too much gas	0
found a picture of your mother's womb	1
dad?!? the dishwasher and the sandwichmaker are on the fritz again	1
this one's called dirty deeds done with sheep	0
arrest white babies before they become land stealing, inbreeding, child molesting, dog raping, serial killing, racist white supremacist terrorist thugs	1
want to party? yeah i'm down	0
14 million kids living in poverty in america but democrats fight for illegals	0
woof woof it rooks dericious	1
muslim in congress 2019 muslims in 2001	1
i love black people, think everyone should have one	1
rice krispies are the bomb	0
how my friends play strategy games how i play strategy games do really look like a guy with plan	0
it's super rare to find a kitchen that has four ovens and three dishwashers	1
some pussy gave me flowers weird, i just wanna get railed by a scummy biker	0
15 years in prison??? that means my next girlfriend hasn't even been born yet!	1
islam is the religion of peace piece of you over here, piece of you over there	1
april 15th is coming... bitches better have my money... memegenerator.ne bitches better have my money.	0
"the most racist people are the ones crying""racist"" all the time!"	0
 my life goal? make somebody this fucking triggered	0
what's burning? '' '' ''	1
time to get rotissified	0
greetings white person time to die	1
"musslamic democrat, ilhan omar, has threatened members of congress she's 's told several republicans that she'll send them ""shawarma"" to ""give them a taste of her culture"" share to say arrest her now!"	0
muller report, russia, democrats	0
i will not let america turn into another nation of islam !!!!!!	0
i'm so patriotic, i piss red, white, and blue. my doctor said it may be pancreatic cancer. i told him to shut his commie mouth	0
why can't the jews just let us slaughter them? nakba!	1
"muslim ""logic"": pork is unclean. but... drink camel urine, since it is ""medicine"" according to mohammed., ""who was perfect"""	1
life has its ups and i have downs	1
i ain't got time for this. i'm too grown	0
she's to young when you have to make the airplane noise to get your cock in her mouth	1
53% of white women voted for trump 53% of white women should look like this	0
when you're the only dog left at the dog shelter and the black family wants to adopt you	1
starving mexican monkey eating peanuts	0
i told my gay friend i can turn fruits in to vegetables and he told me to prove it so i pushed him off a balcony	1
you are not wanted! you are a mental deficient!	1
when you think its friday and its only tuesday	0
what do you call a black guy in a tree with a briefcase.. a branch manager	0
welcome, we are a muslim brotherhood	0
49 people were killed at christchurch muslim 49 people were killed at christchurch mosques muslim	1
50 jews walk into a train, what do you call them? fuel	1
when the squad is about to get lit.	0
if two gay black men get married and adopt a baby which father is supposed to abandon the family	1
muhammed... get the roof	0
after sex selfies usa croatia germany	1
this is what we will evolve into if we don't start watching what we eat	0
brace yourselves 420 is coming	0
since u like reportin pix report deez nutz	0
when you're peeking on that 10\10 chick and about to nut but the school shooter pats you on the back and politely tells you to leave his corpses alone	1
"everyday i understand the phrase ""i'm getting too old for this shit"" on an even deeper level"	0
you snooze... you lose!	0
a new target for entry level police academy	1
how to get a black guy to see his baby	0
i could have tranquilized that gorilla and i could have grabbed that kid what kid?	0
indian fans in real life indian fans on facebook	0
playboy offered her a million dollars to pose nude nat geo offered her the same	1
"liberals: ""japan has gun control without issues, what makes you think it can't work here in the usa?"" me: (whispering) black people"	1
"to all you liberal ""women"" in favor of islam this young lady is being sold into sexual slavery as child bride"	1
government? should austrailia start helping out the black communist murdered and killed by who are being brutally white south africans	0
last one there is a rotten fish	0
i put the ape in rape	0
digging up something to do is hard guess necrophilia isn't for everyone	0
if they were really fighting for our freedom this is what it would look like	0
great minds think alike	0
we can kill as many as we want and your stupid government keeps bringing us in	1
when you have a small dick and tell a jewish girl to suck it. i can't	1
first off i am hebrew! not a damn muslim get it right	1
people and dogs ... friendships that last	0
shitters clogged	0
greetings tranny time to die	1
"me. saving refugees ""nice try"""	1
converted to muslim ? why would you think that	0
how do you kill 1000 flies with one hit? punch a somali in the face	1
when someone calls you by your gaming name in public	0
you don't always have to be so manly	0
when you remember you have leftovers in the fride when you realize someone ate it before you got home	0
hockey would be fun they said	0
when you have 3 choco puffs left in your cereal bowl	0
when you shit an anaconda and feel the last inch disconnect from your soul	0
girl during sex: make me your slave me: muslim	1
"average iq #france has fallen by 4 points per decade due to ""biological causes"""	1
i see dickheads everywhere they don't even know they're dickheads	0
maybe if we overpaid teachers and underpaid rappers, there'd be smarter kids and less shitty music! yeayah	0
if your man dresses like this there no doubt he's gay	1
what's big, yellow and can't swim? a bus full of children	0
on my way to daycare got me like	0
i will never be assassinated because all the crazy white trash people with guns are my biggest fans!	1
when you can be confident and love yourself no matter your skin condition	0
will you hurry up and u chocolatey little fucking starvi	0
mussie guy tried to rape me he didn't make it to court	1
if you think the crakkka of today is different from the crakka 500 years ago, you're a damn fool	1
white people is this a shooting range	0
shout out to my nsa agent giving my memes 1 view even before i submit them	0
the school shootings will continue until we take your gun rights away	0
a boy and his pet goat	0
my sense of humor is so dark it picks this	1
who is michael lavaughn robinson? michelle obama? the tranny revealed	1
trump is engaged in a cover-up hes guilty of obstructing our attempt to frame him	0
hey i just met you and this is crazy, but here's mein number so call me maybe	0
what in the cousin humpin, skoal spittin, busch light drinkin, winston smokin, restraining order havin, mullet rockin, trailer park treasure is this!?	1
bert looks down in horror, as he hears cookie monster and ernie start to masturbate to the autism documentary they are watching	1
i like my coffe like i like my slaves extra dark	1
discriminate and say no to promotion of homosexual and lgbt ways of life to our children	1
the name's todd... retodd	1
when you're at your batchelor party and you realize that all the money in the stripper's g-string has your grandma's picture on it	0
seriously mate... what's the fuckin point?	1
i don't wanna get married! bitch, please! i've got to go blow myself up tomorrow! islam - none of it makes sense	1
weeeeeee! back over the border you go!	0
guess whose house wasn't raided by the fbi?	0
how to make a colorado fruit smoothie	0
help the poor children in africa	0
pet niguana for sale!! come with food dish, a few toys, and a screen lid so it can't get out $300 obo	1
it's not because you're muslim anti-semitic anti-america	0
time for liberals.. ...to start crying again	0
god loves you all	0
israel is not at war they don't fight soldiers they kill innocent men women and children from a distance	1
someone stole my identity.. look, someone stole my identity maybe they will make something out of my life	0
extra thicc	0
man caught having sex with a feminist at the beach	0
when you and ya classmate are hiding from the school shooter, but you wanna die so you sneeze to get his attention hehehehehe my bad guys	0
i know thats really roger from american dad but imma chill	0
maybe if you worked a bit we wouldn't have inequality	1
when my autistic son finds out we're having chicken for dinner	1
...and there goes another hater	0
if this offends you might be lack you toes intolerant	0
gun safety is especially important when teaching a shooting class	0
have you ever studied the history of the jews? did you know that they have always banded together as a tribe, infiltrated governments, monopolized the financial systems of nations instigated wars and intentionally created chaos in societies? the jews have mass murdered millions of non- jews over the centuries theyve seized control of the media so you'll never find out study the history of the jews!	1
the look your dad gives your when you dont make curfew	0
banned for life from twitter for criticizing a movie. used twitter to promote a hoax hate crime, risking an entire race war. still on twitter	0
muslim porn star	1
educate our kids about domestic violence	0
weeeeeee! back over the border you go!	1
kids today vs when i was a kid	0
but i'm israeli god promised me the car!	0
radical shiite cleric taking aim	0
trump's transgender military ban is the best thing ever share if you agree	1
it's a boy	0
hooded female anti-semite democrat early 20th century hooded female anti-semite democrat early 21st century	0
just got a bootleg copy of muslim porn deep goat	1
sour candy will have you like 	0
white people scared to sit next to a muslim on a plane but then do shit like this	1
when i grow up. lol nevermind	1
"redneck word of the day: ""obama"" i bought a me case of beer and drank it obama self"	0
how white men look at you after they've already called the cops	1
ana frank at 14 years old ana frank at 15 years old	1
farrakhan speech at united center in chicago breaking news nation of islam members listen to minister louis	0
i think i've got a gas leak, i woke up this morning feeling all light headed and dizzy, so just to be on the safe side, i asked the neighbours if they could come suss it out for me, i figureed they'd know, being jewish and all.	1
when you fall face first in the mud	0
if you support this you're supporting the genocide of black men	1
hey bro close your eyes bro yes bro? ok bro go deeper o yeah abdul	1
the stocks were a public torture device that immobilized the feet of the punished person	0
lifetime presents: surviving life	0
hating the jews is a great honor for me and it makes me walk with my head high	1
trump: muslims should wear special id badges great idea	1
you want a fight? put your head up my ass and fight for air. whatsup!	0
mom won't let me use the oven with my jewish friends	1
it's not a hijab it's a diaper, for peoples with shit for brains	1
the enemy within ilhan omar linda sarsour rashida tlaib the enemy has infiltrated congress	0
i don't think my porn finished downloading	0
ever notice christians are horrible drivers	0
never again	0
3 jewish prisoners after being liberated by the ussr auschwitz 1945 colorized	0
i have a dream thats me with the belt	1
when the autistic black kid start giving the n-word pass to everyone this will be the end of wakanda	1
travel size coffee maker	0
jews and americans will ruin the world	1
"just say yes to socialism jim carrey ""dumb and dumber"" was a movie... ...not a lifestyle"	0
lgbt support @liquorgunsbaconandtits	0
friend : your phone is very slow, you should buy a new one me: as long as it plays music and porn it's nasa to me	0
this is how harvey price has grown over the years	0
bring me another smurf	0
*playing an old piano i found* the other jews in the attic:	1
i like my korean women the way i like my microwaves hot, clean and will kill any baby i put inside of it	1
i only wear silk panties cotton ones remind me of slavery	0
when someone is talkin to you and you gotta shit	0
gays on their way home after pride week	1
"girl muslim "" is this a punching bag""?"	1
where's jaws when you need him	0
we can kill as many as we want and your stupid government keeps bringing us in	1
according to women, there are 3 men in this pic	0
see? i fuckin told you! little foil on top keeps them jewsy	0
people who aren't retarded muslims hating jews	1
what if i told you dahyun is the best girl	0
don't understand your specific kind of stupid but i do admire your total commitment to it	0
loves me some boneless jungle ham	0
do you know how to use an oven! or do i need to dig up hitler so he can show you!	1
anymore pictures ? im kiddin let me pose	0
"my wife asked me if i thought her friend was pretty... apparently, ""i'd lick her her asshole"" is the wrong answer!"	0
i just squirted tranny fluid	0
when black is your favorite color	1
being republican is as easy as laundry you just separate the whites from the colors	1
when you get to choose your own mental illness	0
you sicced all of your corrupt goons after me for 3 years and i came out clean. now it's my turn to send my justice-seeking patriots after you and your corrupt goons. let's see how you all come out!!!	0
when the special needs girl with big tits is left unattended	1
when you get paid when you check your bank account after paying bills	0
when they laugh at your 9cm but you haven't even reached puberty yet	0
whatever we once were we are still one nation	0
if you think we need protection from these people... but not these people, you're a special kind of stupid	0
religion of peace? before every one understands that slam is the i mean, how many more times they have to do this i can kind of understand why muslims get so frustrated	0
sexbomb sexbomb you are my sexbomb	0
"""muh dick"" indicates a nigger's confusion and lack of understanding"	1
making mashed potatoes	0
"when you've had a rough day but you're trying to stay positive ""it's great. i'm great. everything's just great."""	0
sea monkeys	1
my sister died in a car accident she died reading a text i sent to her hit a tree if you hate niggers this is the text hit a tree if you hate niggers	1
rip harambe black lives matter	1
hands up all racists who support white genocide	1
there was a 4 car pile-up in mexico today 93 people died	1
meanwhile at the isis strip club	0
yup says so right here you got me fucked up	0
ain't no allah back girl	1
my eyes are always bloodshot after sex i think it's from the pepper spray	0
here's to the mothers who raised normal kids and to the select few who raised us awesome fuckers	0
flat earth is based on christianity and christianity is a jewish death cult think about it	0
love black people think everyone should have one	0
come on over i'm having a party the place is crawling with pussy	1
turn down for what	1
up his sleevies where did hitler where? keep his armies?	0
bitch, please! i don't i've got to go wanna get blow myself up tomorrow! married! islam - none of it makes sense	1
and that was the last nativity play my son was invited to take part in	0
obama voters	0
throws people into gas chambers evil throws people into eternal pits of fire good	1
hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?	0
an expensive gas bill? i did nazi that coming	0
warning smoking kills	0
mein feelings have been hurt	0
let's gather everyone for family photo, where are my daughters?	0
even i can see you're a cunt	0
sea monkeys	0
if he's marrying me then why's he fucking a goat	0
i guess pushing gay people off buildings and killing women these people that push gays off buildings. is funny to her? she is disgusting!	1
just think of this as the day the bad music died	0
no one: white people when you nod at them:	0
fuck banks and all their fees	0
we had a minor gas leak	0
what's wrong? why are you mad? oh you don't have any more food? that sucks	0
how dare people make fun of our peaceful religion	0
we are returning to work after the photo	0
starts nazi party ... and wages war on other cultures	0
when the dope man tells you you're onna have to earn a front but i poop from there.	0
all races are equal	0
hahahaha this sucks, man	0
texas churches be like... praise the lord!	0
you can tell the gender of an ant by throwing it in water if it sinks= girl ant...if it floats= buoyant	0
arnold shootzanigger	1
obedience for those that dont like smiling probably due to their constant painful hip they all seem to grasp	0
enriching the mind and body while also enriching our hearts	0
i swear harvey's been chasing the same fly for the last 13 years	0
every man needs a decent coffee maker	1
fuckin' slaves	1
when you can't afford a new dishwasher so you hit the rusty one and make it work	1
you're never lonely at farmersownme	1
you know you're getting older when you walk by 3 priests and don't even get a look	0
chinese people be like happy thanksgiving	0
adding coolant when the farm equipment overheats	0
fucking queers	1
we have 3 apples. we give away 2 apples now calculate the radius on the bomb blast	0
so, you think by being a muslim sympathizer, this will somehow keef us from killing you ? you are a special kind of stupid	1
it's almost the weekend!	0
what would i do if she got pregnant	1
let them pursue their happiness	0
muslim in congress 2019 defund homeland security! muslims in 2001	1
why don't i get sunburnt? because prisons are indoors	1
say it again jerry i shoot ilegals	1
and i even got a job in congress! these americans are so stupid!!! yep.........and then i beat the usa immigration sytem by marrying my own brother!	1
interviewer: can you demonstrate your problem solving abilities ? me:	0
nazi fitness camp before and after body transformation within hours	0
muslims in 2001 defund homeland security! muslim in congress 2019	1
suspect is a gender fluid, non on-gender specific clothing, assigned male at birth but identifies as a wearing mountain panda born caucasian	1
new zealand edition call of duty	0
"only in america could these people consider themselves the ""master race"""	0
if they raise theirs and destroy our flag are they really people we want here ??	1
this one time at camp we got so baked	1
when your heading out to a convention with buddies and you get misdirected	0
moutain goats hide when they hear allah akbar because they here the goat fuckers are coming	1
im gonna be a woman	0
i'm relaxed now minding my own business	0
when you're caught staring at a goat and your wife gives you that face	0
say allahu akbar again... ...go ahead...say it!	1
when you only workout using body weight	0
you fucking liar that blowjob did nothing for my sore throat	0
the greatest gift of life is friendship and jews stole it and have removed it from me	1
when japan thinks you're gonna invade their mainland	1
oh look someone's returning a broken sandwich maker to walmart	0
mom? i'm pregnant!!	0
when your dishwasher is ready for another load	0
where is the black guy?	1
smile even in the worst of times	0
meanwhile at the isis strip club	0
when i finally find out who is responsible for my low gpa oh you gotta be shitting me	0
rep omar accuses trump of being 'bigoted' toward lgbt... do you agree with her, or is she out of her mind?	0
"put'n the ""ham"" in mohamed"	0
alabama: bans abortion. all of alabama in 5 years	1
when you take your dishwasher to the restaurant, but it starts talking	1
white parent black parent	1
literally nobody: white people sitting at the bar: can you put it on the golf channel??	1
slaves got whipped back in the day	0
a kind women giving a starving child some water	0
*reacts in shea butter twitter*	1
"clown bait at its finest ""trumps economy is so bad that truck drivers have to buy their own trucks"" stacey abrams ""democrat response"""	0
what's a word that begins with n, ends in r and you never want to call a black person? a neighbour	1
"""we should make it harder for criminals to get guns..."" ""...if even to prevent one tragedy"" but let's not make it harder for perverts to use the ladies room... ...if even to prevent rape? one"	0
runway fashion has become much more inclusive and way more creative!	0
i'm not a criminal i'm an undocumented felon	0
when you forget the bomb codes	1
would you rather have a gay son or thug son	1
enjoying a warm cup on a cold day	0
randomly deciding to bake something	0
when i have an orgasm it's tranny fluid	1
nothing comes between the bond of a rider and their horse	0
you've heard of elf on a shelf, now get ready for	0
eatin with the crew	0
he can be his new boy firend	0
i hate snow its white and on my land	0
i may not be a smart man ilhan but i know what a jew-hating islamist sounds like	1
when you beat the red light	0
when you find your best goat mating with the neighborhood runt	0
"""she said ""i want a ring"" i said ""bitch take your phone off silent! """	0
the aftermath of a van catching on fire	0
if yall daughters dancing like this.. they cant play with mines	0
if you hold it up to your ear you can hear police	0
life is like a box of chocolates you never know what you're gonna get	0
when you eat her ass and then she say that she don't suck dick... wayment	0
these people have to walk 20 miles a day for fresh water then why don't they move closer to the fucking water??	1
just another year and another wrinkle on the ole' nutsack. happy birthday	0
you think that hoe thinks you're special lol she says that to us too!	0
i got new shoes brother died from ebola	1
yes donald. that sounds good . i once built a wall too	0
i don't know how to deal with black people but i guess i'll take a shot at it	1
me trying to tell my her not giving a shit liberal friend how because all men are much i love and trash appreciate her	1
those who die in blue, are remembered forever	0
in england they drive on the left in canada we drive on what's left	0
cinco de mayo isnt even celebrated by most mexicans it's just an excuse for white americans to get drunk	0
i hate when i see a black out in my neighborhood but i still offer my neighbors a candle	0
sex is all fun and games until someone has to sleep in the wet spot	0
and this is where i keep my genetics	0
anne franks nudes exposed	1
think of how stupid the average person is, and realize half of them are stupider than that	0
that's the way allah allah i like it	0
when a girl squirts for the first time her:omg i'm so sorry is that pee? did i just pee on you?! omg! him:	0
wayment...way' one gotdamn minute ...'the fuckis dis shit.	0
over 50 south africans lost their lives after police opened fire during a protest	0
in my country i am forced to keep my mouth shut but here i am free to talk trash about this country in hopes that i can change it to a country where i am forced to keep my mouth shut	1
bert and ernie dress up as goats in an attempt to catfish arab men	1
hey mom the goats asshole is inside out. what do?	1
"the cashier seemed to appreciate that i bagged my own groceries until i unpacked them all and said, ""that's how i want you to do it."""	0
look son...another terror attack by peaceful bears!	0
i asked him to see things from my point of view he looked out the kitchen window	1
i hope one day people will understand that english is a language. not a measure of intelligence	0
saddle up motherfuckers it's time to play cowboys	0
the secret to a successful marriage is to keep his stomach full and his balls empty	0
fact: girls are very good at hockey because it's the only sport you can compare with	1
happy birthday its like your very own christmas!	0
how come you want me to remember what's important to you but tell me to get over what's important to me ?	0
in my day you were either pro america or you were a commie you can call yourself liberal, progressive or socialist but you're really nothing more than a commie pinko john wayne was never in the military	0
remember no matter how much you cry like a little bitch, trump will still be your president	0
when somebody shootin up the school & you tell the special ed kids to run at him as a distraction	1
i am tortured by the futility of my own genius	0
asians be like switching to fullscreen mode	1
mr. president, epstein is still alive	0
don't think we forgot	0
chimps asking for food	0
worst pijama party ever	1
they kill gays, and women who go out in public without a male relative and are supported by democrats and liberals	1
you think your day was bad? these two didn't get accepted to the same college	1
when you're walking home and come across a naked corpse i shouldn't	0
"yes, we know trump said ""mexico will pay for the wall"" but now mexicans are the wall. that boy good!!!!"	0
i promise i promise. i promise. i deliver	0
shut up you meathead	0
can't snort coke through a rolled-up bitcoin	0
"""the road to give a fuck.... is that way!"" """	0
this dude wants to use the same restroom as your daughter liberals call you a bigot if you object	0
problem solutions	0
i'm responisble for the deaths of over 50 million people! so another dozen or so won't hurt! *click!	1
when they laugh about your 9cm in the change room but they haven't seen you're 9 mm yet	0
when you're caught staring at a goat and your wife gives you that face	1
i just got out of church.. just kidding, i'm not that fucking retarded.	1
black boyfriend white boyfriend	1
let me be clear.... if i had a son, he would look like harambe	0
how my friends introduce me she's our friend and she's crazy!	0
number 1 side effect of steroids acting like a douchebag	0
trumpanzees when are you low skilled, white trash motherfuckers gonna get busy doing all the jobs mexicans used to do? we're waiting	1
i'll never forget the time.. your grandad put me on his shoulders so i could show my tits to slayer	0
positivity is a mind set	0
talking about animal rights is fun	0
immigrant problem problem fixed	0
kill the jews and muslims for being anti-white	1
ever notice christians are horrible drivers?	1
i'm sorry i made the chewbacca sound but maybe if you shaved next time.....	0
"patriarchy: while the men had fun dying... the females were oppressed.. ..inside ""comfortable concentration camps"" called homes"	1
you know your country is multicultural when there's armed patrols on the streets belgium germany france england	1
hiroshima 1945 2016 detroit 1945 2016 moral of the story.. it's easier to come back from a nuclear bomb than 5 decades of big gover government policies	0
black people anthing that doesn't belong to them	1
ilhan omar told several republicans that they should try shawarma, a delicious middle eastern dish from her culture	0
i may be blind but at least i'm not dead	0
"me to me: ""he's cute! just don't come on too strong!"" also me:"	0
he went to jihad's	1
the difference between moderate muslim and radical muslim follow my allah or he kill follow my allah or i kill you! you moderate muslim radical muslim	1
when you're the gay friend and also the meme lord	0
"""i don't think all of the suffering of african-americans during the period of slavery can ever equate to what's been done to white conservative americans in the past 8 years of obama's presidency"" michelle bachman yes, she really said this! conservatives are destroying our future | cadof.org """	0
the name's todd... retodd	1
i'm what the new working man looks like'	0
that awkward moment when there's no candy in the back	0
oh boy i can't wait to go out and pray for allah on friday, march 15th 2019 12:30pm gmt at new zealand christchurch hello brother	1
any girls a squirter if you sever an artery	0
lets see if this is considered dark honey,you killed a butterfly. no butter for you for a month dad i also killed a cockroach today. nice try..	1
y'all wanna see a stupid post	0
i heard you need a new tranny?	1
best thing about an ethiopian blowjob?...  you know shes gonna swallow!!! well it's true	1
why are there so many female archeologist? because bitches love digging up the past	0
if a muslim beats his wife, is it domestic violence, or child abuse	1
sure i shit talk the people i like but i shoot the people i don't like so that has to count for something right?	0
@ unhumanrights	0
how mexicans be like.. when they hear their friends kid is having a birthday party	1
hurry up and hide your valuables	1
yeah okay nigger	1
how i see kim burell everytime she grabs a mic	0
i killed someone then i found out they were annoying	0
my local mosque is really going all out for gay pride this year	0
sorry, i only grope women	1
america doesn't need a gun ban it needs an idiot ban	0
my husband does everything i ask but i have to ask	0
yesterday i told my wife her soup tasted like crap today it is much better	1
great punching bag	1
similar to sharks because all the great ones are white	0
i don't always listen to the 80's.... but when i do, so do the neighbors	0
yes, ilhan omar is anti-semitic and anti-american but she is on our side	0
obama family photo	0
i've told my neighbor to keep thier pug out of my yard 3 times already	1
when you're going 90 mph in a school zone and the pre-schoolers are crossing the street this is where the fun begins	0
when the new call of duty comes out and you're already camping	0
sells you idea of heaven custom builds armored vehicle to avoid heaven as long as possible	0
if you're protesting against this man visiting the uk... ...but protesting for this woman to return to the uk... ...then you're practicing your freedom of speech	0
trump says he doesn't like suppressors. well.....he's a democrat so..	0
what a true rapist looks like	0
when you go out to fight for independence but forgot to lock up the slaves	1
if a nigga did this he would've got the death penalty	1
islamic state soldiers celebrating we should kill them all	0
porch monkey 4 life	0
ford wants to make sure you make it home, so now included on all new mustangs, tool box holders!	0
kylie's pregnant i'm gonna be a tranpa !	1
welcome to feminism where everything is sexist and nobody understands but them	0
when you're so racist you won't even hire white guys to commit fake white hate crimes against yourself!	1
never forget	0
fuck, my mom is gonna kill me fuck, my mom is gonna kill me	0
whatever this is... it's an auburn fan	0
if you're happy and you know it go to hell	0
this nigar behind me ain't in compliance	1
thanks trump for my new job making america white again	1
if evolution is true then why are there still monkeys? if the internet puts the totality of human knowledge at your fingertips, then why are there still idiots?	0
america in reality don't let the media divide us!	0
they have sex with goats wipe their asses with their hands and drink camel piss but i'm the unclean one!	1
rabbits jump and they live for 8 years dogs walk and they live for 15 years. turtles do nothing and they live for 150 years. lesson learned	0
donald, you are not welcome on my show sir, i do not want to be on your show	0
happy birthday you sexy beast	0
i bet they make squeaky toy sounds when they fuck	1
hello, maria? yes your uber has arrived	1
family are gathered in the kitchen the mum is watching her son interact with his sister	0
mental health is important	0
i haven't been this excited about a friday since last friday	0
man dresses up to celebrate the chinese new year of the pig	0
what is the difference between old milwaukee and a clitoris a clitoris only tastes like piss for a second	0
happy kids	0
poster for the new play	0
the granny and the tranny clinton/obama 2020 democrat's secret weapon for 2020	1
when you are on a cruise and you give the monkeys to much liqour	1
what it looks like when cancer gets aids	1
define nowfag i want it now!	1
let me be clear.. uh.	0
"gallows ""pure evil"" ""traitors"" ""nobody escapes this. nobody""  ""america for sale"" ""down she goes"" ""these people are sick"" ""bring back the gallows!"" she never thought she would lose. until she did"	0
this one time at camp we got so baked	0
muslims in 2001 defund homeland security! muslim in congress 2019	1
when she finally has your own month	0
i don't always get called a homophobe but when i do the people saying it always look like retards	1
oh boy i cant wait to visit notre dame cathedral on april 15th 2019 fuck the french fuck the french bunch of gay cuckholds	1
look son a fucking idiot	0
transwoman yelling at me about the meme i made me wondering what this dude's problem is	1
what i'm really thinking when i like all your pictures	1
if you want something get off your ass and earn it	0
.... if only it gave you legs	0
so they rigged the elections, gave hillary the debate answers had dead people vote, tapped trumps phones, and they still lost!	0
closing time one last call for green cards you dont have to go home but you cant stay here	0
i was gonna make a muslim joke but they always blow up in your face gotta be careful	1
"driver: ""what am i supposed to do with this speeding ticket?"" .co "" officer: ""keep it, when you collect four of them, you get a bicycle."""	0
my favorite vegetable is me!	0
fresh out of bradford bomb jovi	0
hello brother wait is that a shotgun?	0
long time no see nigger	1
when the muslim pulls out a bomb from his bag it's so fucking big	1
i asked him to see things from my point of view he looked out the kitchen window	0
literally just a photo of the 1924 democratic convention	0
having a terrible day please post your most offensive joke in the comments i feel like sulking, but also laughing	0
it's time for america to flush this turd	0
not american royalty just plain old white trash	1
you're asking people for 5 cents a day? but you had money to fly here and make a commercial?	0
this is the result of letting muslims in	0
terrorist attacks innocent people with guns leaders want innocent people to give up their guns and become even more defenseless.	0
you cant post that	0
sharks don't attack him why? they think it's whale shit	0
mariachis make the party 10x better	0
what men want	0
siri take me home starting route to gym	0
they should not be allowed to have kids you made your choice bitch, now live with it!	0
dark humor is like hitler some people call it wrong, but i find it completely justified	1
face down. ass up. that's the way we like allah	1
when you feel the music in your soul and have to belt it out for the world to hear	0
my kids will never know that awful feeling of realizing there's no vhs tape behind the box at the video store	0
congratulations it's a boy	0
with faith and willpower you can overcome all obsticales	0
who you gonna call? ghostbusters	0
when you have a screaming contest at the protest	0
glad of growing up with this not this	0
you're telling me i can't pick my bed time? what kind of household is this?!	0
when the squad is about to get lit.	1
white trash nation	0
this country was made by real men not cowardly ass muslim bitches	1
i hate snow its cold	0
sorry i'm late. having car trouble	0
