	Unnamed: 0	text	label
5398	5398	this guy cut her head off workplace violence my ass	0
1476	1476	"we are no longer a christian nation whatever we once were ""the future must not belong to those who slander the prophet of islam "" """	0
2322	2322	''dont cry because it's over smile because it happened'' -dr. seuss	1
3621	3621	dating, let alone marrying a g*rl who is not a virgin literally makes you a cuck, change my mind	1
1276	1276	me: *turns the oven to 450 degrees* everyone else at auschwitz:	1
4809	4809	when you're shooting up the school and the cops shoot the black kid that's running away	1
4007	4007	according to women, there are 3 men in this pic	0
5512	5512	strike fear in the hearts of the infide.. shut! up!	1
1881	1881	a rare image of atomic bomb testing	0
5987	5987	"there's only one way you 'negotiate'with islam. you kill it with extreme prejudice."""	1
938	938	white people dont shoot eachother in the streets like black people do we do it in schools, because we have class	1
6432	6432	reshare if you hate white people	1
9017	517	steel workers sweep ashes oto raw iron	0
901	901	i came to fingerpaint and fuck and im all out of poop	0
3151	3151	we've been at peace with japan since 1945 time to make peace with isis	0
5846	5846	women will be women	0
2416	2416	has orgasm shoots tranny fluid	1
1219	1219	football season is once again upon us my brothahs can i get an amen?!	0
5047	5047	muslims protesting rascism in front of headquaters	0
7078	7078	best thing about wearing a hijab? you can hide your bad hair day	0
1517	1517	baked potatoes for everyone	0
8591	91	one of the bullets they dug out of a victim from the orland gay night club shooting!	1
2047	2047	always dtsy positive	0
5030	5030	four-legged friends can be found from the least expected walks of life	0
3232	3232	we got my blind cousin a puppy for christmas	0
2760	2760	the mighty liberal army ready to fight for socialism	0
7489	7489	a little bird told me it is going to be a beautiful day. i ate it	0
4573	4573	30 minutes after eating taco bell	0
3168	3168	"""so then i was going to tell a princess diana joke"" ""but that would have crashed and burned """	0
17	17	most religions are religions of peace	0
5122	5122	pull up pull up gas	0
2643	2643	the us navy keeping tranny hookers laid since 1775	1
1730	1730	removes polish with chemicals nobody bats an eye removes polish with chemicals everybody loses his shit	1
4058	4058	i guess pushing gay people off buildings and killing women these people that push gays off buildings. is funny to her? she is disgusting!	1
5899	5899	muslims offend me	0
4740	4740	i'm taking my clock to school	1
2559	2559	if the words you spoke appeared on your skin.. would you still be beautiful? nigger	1
3605	3605	your disability is not an obstacle	0
2541	2541	the power of makeup	0
4160	4160	cinco de mayo isnt even celebrated by most mexicans it's just an excuse for white americans to get drunk	0
118	118	just ordered the new anne frank puzzle	1
5042	5042	the older we get the sleepier we are	0
5712	5712	im mixed with what? gorilla and rhino	1
2390	2390	the look you get when your in the wrong neighborhood	0
8674	174	kick them out of country	1
5884	5884	the jews have a tragic history	0
6221	6221	my dong is only 3 inches that's not very - from the ground	0
3121	3121	miami dolphins super bowl highlights	0
3486	3486	"pelosi slams trump after he gets mexico to cave, says ""threats & temper tantrums are no way to negotiate foreign policy..."" why is she so mad that trump got mexico to finally help us stop illegal immigration?"	0
8843	343	the proper way to pop a blackhead	1
8527	27	thank god my ass needed a break	1
6990	6990	girl you're so special i'm gonna give you a gold star	1
5153	5153	in my country this headdress is common to wear if you want to. here in other countries i am also free to wear it if i want to	0
2728	2728	actually, im not even mad thats amazing	0
1204	1204	not sure if i should steal or purchase with food stamps	0
4865	4865	hunger games he's winning	1
8456	8456	"abdul, you moron! i said ""bag the oat and wheat""! not ""shag the goat meat""!"	1
2893	2893	got thrown out of a muslim clothes shop today. i only asked where the bomber jackets were	1
8383	8383	whats black and screams? harvey price answering the iron	1
2308	2308	happy birthday believe me, i am the best and greatest at wishing you a happy birthday	0
8855	355	the door to the crematorium and gas chambers are closed	0
4124	4124	slaves got whipped back in the day	0
4935	4935	when he asks you to see your hair	0
3152	3152	if i have a dollar and you have 20 dollars then i have 21 dollars	0
3832	3832	arrest white babies before they become land stealing, inbreeding, child molesting, dog raping, serial killing, racist white supremacist terrorist thugs	1
3642	3642	"""damn, that ass!"" even the horse is like"	0
3000	3000	interviewer: can you demonstrate your problem solving abilities ? me:	1
3565	3565	"what part of ""i didn't find shit"" liberals do you not understand?"	0
7417	7417	nice watch you got there david thanks, my dad sold it to me before he passed	0
4850	4850	the world's most wanted terrorist obama bin lying	0
8610	110	bartender: how about a nice 12 yr old? him: boy or girl?	0
3072	3072	don't forget me!!!!!! i'm an asshole too!!!	0
721	721	a head diaper is required when you have shit for brains	1
3998	3998	bring me another smurf	0
4754	4754	the new space saving dishwasher you can hang it anywhere!	1
7791	7791	me and styrofoam... yup...both white trash	0
4365	4365	do you think a terrorist has or could infiltrate our goverment ???	1
7395	7395	but i'm happy in my little home the world changes around me	0
5667	5667	when each letter is a mental disorder	0
3215	3215	happy birthday let's snort some cake!	0
2246	2246	how black people became christians	1
6997	6997	of all time the most underrated cook	0
3126	3126	women in islamic countries are getting involved with politics	0
8174	8174	years after this event we have strong women of color in congress and it can only get better	0
5561	5561	if you see something, say something my wife has a dick	0
7610	7610	get the camera out of my face!!	0
1927	1927	stop being a little bitch	0
2504	2504	whitesox ticket: $55 beer: $8 hot dog: $6 watching a muslim from kenya throw a 28 mph. fastball like an 8 yr old little girl: priceless	0
6027	6027	execute a plan to accept your actual born sex. you'll be happier when you do	1
4034	4034	hands up all racists who support white genocide	1
2700	2700	look at me i'm the president now	0
2905	2905	welcome to melbourne	0
8773	273	don't be late for work get the protestor plow	0
2402	2402	border agents in texas apprehend over 400 illegals in just a 5-minute span this is an invasion! why are some republicans trying to keep our borders open??	1
5942	5942	yes sir..! that's a cock	1
4899	4899	your daddy shoulda pulled out!	0
5573	5573	new seatbelt design: 45% less car accidents!!	0
3063	3063	privilege has a color, white is not it	0
4277	4277	if evolution is true then why are there still monkeys? if the internet puts the totality of human knowledge at your fingertips, then why are there still idiots?	0
6611	6611	vitiligo is a disease that causes the loss of skin color	0
5546	5546	thanks jews! the gift of 911	1
6331	6331	american salute british salute polish salute	1
1333	1333	men are such pigs, i hate them all why can't i ever get a date, i'm so lonely	0
8622	122	putting bows on your pet	0
6928	6928	when the jews genocide you so hard for 50 years that your population triples	1
6995	6995	all complete no missing parts	0
5497	5497	hard to argue with a woman that's braless when she's already made two oustanding points	0
1771	1771	we can never undo the horrible acts he has commited	0
5704	5704	bestfrand !! how my eyelashes look ?	0
2725	2725	i haven't seen liberals this angry since yesterday	0
5626	5626	we all promised that we would never let them be forgotten yet we are putting them in power to invade	1
3419	3419	"black peopple started wearing their pants low, white people called it ""saggin."" it has become a form of expression through fashion"	0
5334	5334	bombers be like i'm done with homework	0
2920	2920	happy birthday and believe me, no one can wish you a better happy birthday than me	0
2003	2003	democrats have found another potential candidate for 2020!	0
4462	4462	i will build a space force and make the martians pay for it believe me! bigly!	0
7079	7079	ah, i think may have found the problem you appear to be a f*male	1
5678	5678	while he lives in us. what do you mean? marry a 6 years old when you tell him he can't	0
5574	5574	i don't know how to deal with black people but i guess i'll take a shot at it	0
1402	1402	when your dishwasher is broken so you take it back to walmart to get a new one	0
8114	8114	muslims in 2001 muslim in congress 2019	1
7550	7550	come here girl let me smell yo butt	0
6271	6271	x did you know that 1 out of 3 trump supporters are just as stupid as the other 2!	0
8699	199	can you smell what the reigh is cooking	0
7545	7545	those fucking idiots	0
922	922	the numbers are supposed to go down, not up!	0
2789	2789	you stupid americans we are taking over your country and you can't stop us	1
1621	1621	manual tranny automatic tranny rebuilt tranny	0
1269	1269	gays hanging out in the muslim world	1
3722	3722	a head diaper is required when you have shit for brains	1
7686	7686	i'll be saving my resolution for 2019 i think i wanna be an asshole for 1 more year	0
468	468	obama throws first pitch at an all-star game	0
7176	7176	never take a man who takes a lot of selfies seriously either he's gay, thirsty, arrogant, or needs attention like a female	1
1605	1605	if a dike started dating a tranny god can't be mad because it's still a relationship between a man and a woman	1
2497	2497	cop: any questions? *black kid raises hand* cop: jayshaun if you don't put your fucking hand down i'll shoot you like i did your father hands up don't shoot	1
2080	2080	the whiteman is the devil	1
6729	6729	how do we destroy the patriarchy? it's simple. we eat it	0
1226	1226	original black friday sale	1
3462	3462	"if you're easily offended and looking for a ""safe place"" my page ain't it. move along snowflake"	0
4826	4826	its spring so don't forget to reverse your battery cables so the air conditioner comes on instead of the heat	0
3527	3527	"""nobody is trying to take your guns!"" ""we only want to make you register them, restrict transfers, ban certain guns, limit magazine capacity, prohibit carrying them, ban or limit ammo, make other arbitrary laws, and, if we catch you violating any of these made-up rules, throw you in prison.... at which point we will take your guns!"""	0
1090	1090	i got some down bitches i can call	1
2387	2387	it explodes on penatration new military drone to fight isis	1
2727	2727	got his house fumigated for termites got service connected for agent orange	0
5540	5540	when you stop burning jews and start burning calories	1
1675	1675	please in the name of the lord let us all pray for jackson's safety. most black gay men in america will get hiv says cdc	1
3189	3189	when it's your 1st cake day and you really wanna blow that candle	0
7961	7961	racing for pink slips in africa	0
1215	1215	smoochies from donald on your birthday!!!	0
868	868	when you get caught jacking off to the snapchat girl filter of yourself that wasn't me that was patricia	0
1128	1128	"i don't have ex's. i have y's. like, ""y the hell did i date you?!?"""	0
1850	1850	iraqi women are so ugly they have to wear a sheet so dudes can imangine they're fucking a goat	1
6273	6273	is your girlfriend hot like me?	1
675	675	manditory vaccinations with no exemptions i do nazi the problem....	0
5548	5548	get in loser we're invading poland	1
8223	8223	slave salesman:*slams hand on head* this baby can pick so much fucking cotton, only comes in one color tho	1
8659	159	they see them rollin..... they hating..	1
7216	7216	smile no matter what your going through	0
4828	4828	i love muslims point me to right direction	1
4246	4246	my local mosque is really going all out for gay pride this year	0
1274	1274	feel that? it used to belong to bruce jenner!	1
3459	3459	the only time you can hang out with 2 dirty hookers and a tranny	1
4475	4475	i'm in love with the shape of jew	0
4220	4220	black people anthing that doesn't belong to them	1
334	334	mobile nun	0
130	130	there must be some way this victimizes me	0
7909	7909	i had a little broblem at school today, but i solved it. -oh, and here's your gun back	0
4923	4923	my momma... momma says girls are the devil	0
6702	6702	deport the goat fornicators #fukislam	1
7631	7631	you mean to tell me you have so much clean water that you shit in it	0
311	311	i'm not saying that your perfume is too strong. all i'm saying is that the canary was alive before you got here	0
3901	3901	when someone calls you by your gaming name in public	0
7126	7126	influence elections? you mean like encouraging illegal immigrants to vote?	1
3542	3542	this goat is so raw muslims are trying to fuck it!!	1
1384	1384	white people: all asians look the same also white people:	1
2915	2915	speak out to end domestic violence	0
6293	6293	the difference between moderate muslim and radical muslim moderate muslim follow my allah or i kill you! radical muslim follow my allah or he kill you	1
8820	320	you mean i don't have to pick it?!?	1
3191	3191	ask me a dumb question again	0
2214	2214	when your dishwasher is broken so you take it back to walmart to get a new one	0
6523	6523	you sent out so much smoke red indians came to make peace	1
4698	4698	"a ""man bun?"" i tie my hair like that giving head"	0
6220	6220	latinos will do anything to get into trump's america	0
6091	6091	i don't need you to tell me how fuckin good my memes are... i get reported all the fuckin' time	0
3560	3560	you don't have to be lonely at trump haters.com	0
1674	1674	i got a flat on my way to the store	0
992	992	i told a girl to text me when she got home. she must be homeless	0
4711	4711	destroying babri hindu niqqas after buslims after throwing stones on local mandir	1
4327	4327	mariachis make the party 10x better	0
3809	3809	what's better than winning a gold medal in this contest walking	0
512	512	what bomb	0
12	12	brother... a day without a blast is a day wasted	1
2311	2311	how cops celebrate weed busts	0
4112	4112	mom? i'm pregnant!!	0
3844	3844	april 15th is coming... bitches better have my money... memegenerator.ne bitches better have my money.	0
3068	3068	"teacher: "" ok class, bring out your calculators"" mohammed:"	1
1785	1785	why don't i hear the people who asked for my birth certificate asking for trump's tax returns?	0
7952	7952	every chocolate girl needs some beating	1
2146	2146	democrats, the test results are back and donald trump is your daddy	0
1100	1100	the only thing more vile than the attitude of these anti americans.. is the absolute ignorance of the delusional people that voted for them	0
4366	4366	you call me a goat fucker that is racist	0
5147	5147	oh, he's using you for sex? stop bitching, sex is awesome. complain when he's using you for laundry..or a human shield	0
4121	4121	when you take your dishwasher to the restaurant, but it starts talking	1
8340	8340	how your booty feels after the taco bell drops	0
2456	2456	it's okay for you to believe what you believe it's not okay for you to demand other to believe the same way	0
94	94	cannibal tribe from indonesia will take muslim refugess in any amount	1
3782	3782	listen up cupcake we are losing our country to goat humpers!	1
9063	563	military funerals are some of the saddest	0
1153	1153	muslim porn star	0
8968	468	when finishing a race is your passion	0
4212	4212	talking about animal rights is fun	0
7247	7247	"i don't see ""color"" or ""race"" because i make sure to surround myself only with white people"	1
4039	4039	my eyes are always bloodshot after sex i think it's from the pepper spray	0
3077	3077	there's so much white trash in this picture i barely know where to start!	0
5755	5755	sweet home allahbomber	1
6778	6778	me the night before vs me the next morning	0
2987	2987	if you make a left you'll see where you had me fucked up at	0
7992	7992	i just chased 25 000 high paying jobs out of new york imagine what i'll do for the rest of the country	0
4991	4991	you can't get her pregnant if she's a goat	1
1176	1176	look son... another terror attack by peaceful muslims!	1
5843	5843	everyone talking about protecting minority rights needs to remember there is no smaller minority than the individual	0
8386	8386	hello satan... they are mocking islam!	1
7856	7856	education $1000 a child's smile priceless	0
7313	7313	a beautiful family	0
4714	4714	send me sexy pic	1
7209	7209	"but islam can radicalize muslims muslims are not terrorist quran 8:39 ""kill all non believers till the only religion is islam"""	1
8743	243	notice how the kenyan skidmark has been silent about the mueller report?	0
6659	6659	i told my friend that i can turn fruits into vegetables and he told me to prove it so i pushed him off a balcony	1
4264	4264	if a nigga did this he would've got the death penalty	1
7042	7042	i'm not saying you are a slut but you go out with everyone	0
4068	4068	all races are equal	0
5414	5414	yes donald. that sounds good i once built a wall too	1
1382	1382	when your gf is fucking a black guy, so you break a tail light on his car so the police will stop him & shoot him. modern problems require modern solultions	1
7578	7578	dashing through the grass im coming to rape your ass	0
5245	5245	asian drivers test had an accident	1
3005	3005	the old ice cream on the face gag	0
2842	2842	when you type fidget spinner but it autocorrects to midget spinner	1
4346	4346	isis glory hole	1
9002	502	pro gamer 6.000.000 kills, 1 death	0
9095	595	you call me a terrorist zmt but identify as a firecracker	0
5833	5833	"when muslim parents use the ""open wide, here comes the airplane"" technique do they just smash it in the baby's face and make explosion noises?"	1
377	377	i'm not racist. racism is a crime and crime is only for blacks	1
8473	8473	praise be to the goat i fuck in the arse.. for his name is mohammed the prophet	1
7901	7901	what pelosi is saying in a nutshell if you don't allow unvetted immigrants to illegally enter the country we'll take away your guns	0
113	113	i am still so confused about the strategies in this game	0
181	181	hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me	0
2812	2812	white people be like: outside inside	1
1919	1919	overly attached muslim girlfriend i killed your other 4 wives so you have more time to beat me	1
2133	2133	how do chinese people name their babies? they throw them down the stairs and see what noise they make	1
3354	3354	dude i'm joking grandma didn't use your pacifier as a butt plug	0
8102	8102	holy shit look at the gas bill	1
4702	4702	meanwhile at the isis strip club	0
7202	7202	luigi got big tiddies i don't support faggot	1
4011	4011	don't understand your specific kind of stupid but i do admire your total commitment to it	0
126	126	literally nobody: white people sitting at the bar: can you put it on the golf channel??	1
7755	7755	when white people learn that fish swim in schools	1
4805	4805	it didn't happen because of the actions of one man it happened because of people who were 'just doing their jobs'	0
5002	5002	psst. hey european citizen wanna buy some illegal memes?	0
5566	5566	told you back in 1980 the bushes were liberals in republican clothing, just like mccain	0
2564	2564	your hate makes us stronger	0
467	467	i was chatting this liberal chick in a bar who told me that i should be more open to muslim culture so i raped her	1
8449	8449	yeah if the lazy mexicans could quit raping everybody that'd be great	1
2384	2384	shia men after getting erection behan kidhar hai??	0
4779	4779	who said that women can't park	0
5764	5764	men are pigs some just oink louder than others	1
2228	2228	friends house and he when you at your white starts stabbing his parents only the dead can know peace from this evil	1
3922	3922	a boy and his pet goat	0
1646	1646	"men need walmarts sure they are dirty but, when you're inside one at 4am you think ""i'm glad these are here"""	0
5541	5541	this chick can't stand fishing	1
8978	478	"""1st day of 4th grade sandy hook elementary school"""	0
7935	7935	modern japanese '' ''	0
7477	7477	don't defile the lineage given to you by your forefathers do what's right, keep it white	0
4419	4419	i will rise but i refuse to shine	0
1742	1742	keeping your dishwasher clean will make it last longer	1
3776	3776	when the beat drops in the synagogue	0
7333	7333	"""blue power tie red power tie white power tie"""	0
6474	6474	buchenwald concentration camp bones of anti-nazi german women still are in the brick ovens on the crematorium	0
398	398	when you feel beautiful no matter what the haters say	0
4849	4849	when you and ya partner see an unarmed black youth	0
5560	5560	what is the similarity between a matcha and a human? the black ones don't work	1
6623	6623	i love you darling stupid i am here	1
5752	5752	chaos is about to begin, anons. and no one does chaos like the us military. stick around, it's gonna be a helluva ride!	0
3425	3425	today we are making vegetable soup	0
3474	3474	beep! beep! i'm a milk truck go home, bessie. you're drunk	0
7378	7378	white people worldwide need to know that south africa is a template for europe, america, australia, canada we jews control all white countries media & education	1
8432	8432	i eat ass & dicks with my wahabi brothers	1
6325	6325	so, is there gonna be a storm or nah?	0
7752	7752	when you don't need a squad bc you are the squad	0
1412	1412	it's super rare to find a kitchen that has four ovens and three dishwashers	0
612	612	i don't like the sun so i wear a visor	0
6880	6880	"""you wouldn't stop me if i was a polar bear."""	0
5852	5852	femenist: all men are evil, and must be castrated because they're all capable of and want to commit rape me *waiting in line at best buy*	1
3112	3112	i love to butt fuck goats	1
2513	2513	when you pour a bowl of coco puffs and realize you're outta milk	0
6786	6786	how do you circumcise a trump voter? kick his sister in the jaw	1
4222	4222	i may be blind but at least i'm not dead	0
1461	1461	randomly deciding to bake something	1
2131	2131	esther, you so ugly, i'm gonna take yo face and stamp out sum gorilla cookies	1
252	252	as much as abdul tried he could not get the fucker into first gear	0
5622	5622	meanwhile in summer camp	0
7051	7051	i know you are wearing extensions	0
835	835	when i was a kid i thought black people were made from anal sex	1
332	332	keep it up and you'll get some regime change	0
1448	1448	are you bored? let's watch tv	0
981	981	yeah bitches totalinarism is a sham	0
8536	36	wanna go masturbate? fuck yeah! masturbating!	1
5011	5011	when the grand mufti tells you that you're the next suicide bomber to attack the christians muslim childhood achievements	1
5631	5631	asked my middle eastern coworker if he was going to blow something up this week	1
8131	8131	come and take it	0
8632	132	what do alcoholics and necrophiliacs have in common they both love to crack open a cold one.	1
5469	5469	what i'm really thinking when i like all your pictures	0
8602	102	white power!	0
3118	3118	dad, dishwasher is loaded again '' ''	0
3400	3400	i got fired from a restaurant for sticking my fingers in the dishwasher i'm wondering why they didn't fire her too	1
8230	8230	when your teacher has a monotone voice	0
2818	2818	fifty shades of goat an isis love story	0
9067	567	rest in peace harambe	0
6872	6872	rebuilt tranny	0
1359	1359	how muslims see us	1
240	240	this chick can't stand fishing	0
3618	3618	muslims are varied as anybody else but islam is a destructive ideology	1
1891	1891	after group sex mohammed is very tired	0
1319	1319	what can happen if you eat wheaties for 38 years	0
8388	8388	"africans be like -""we were fine killing each other for land"" ""until the white man showed up, killing us for land"""	1
2277	2277	when it's the 1600s and you just got here from africa master looks after us now	0
9050	550	hitler used cremation ovens	0
4773	4773	from no child left behind to no child left alive	0
5239	5239	how do we destroy the patriarchy? it's simple. we eat it	1
3639	3639	i should not be expected to pledge allegiance to any country including america dem representative ilhan omar quote	0
6013	6013	ernie remembers the brave soldiers who fought before him. tonight, he would reenact their bold acts by smashing through his jewish neighbors glass window	1
3150	3150	though we adore men individually we agree that as a group they're rather stupid	1
3172	3172	dulux color chart matt black gloss black	0
8020	8020	welcome to the future	0
8778	278	i had potato for lunch	0
5954	5954	i protested trump today mommy oo00h, who's my big boy	0
5493	5493	pot holes what a great way to wake you up	0
7292	7292	me when someone asks me what my weekend plans are: this old girl needs a nap	0
297	297	ex girfriends be like.. i don't even care what he does anymore!!!	0
4563	4563	"during sex. i suddenly stopped and didn't move she: ""what are you doing?"" me: ""hush bitch, i seen this on pornhub, its called buffering"	0
7651	7651	symbol of stupidity	0
1061	1061	my first act? getting rid of the smell he brought to the house	1
4961	4961	spending quality time with dad	1
7616	7616	in norway we rape after dinner	0
8792	292	the latest and greatest. a truck that comes with a dishwasher!	0
1079	1079	the pic after saying i didnt drink that much last night to your friends	0
2087	2087	i grew up in a household where talking back got your ass whooped	0
5331	5331	you're gay? that's a lifestyle choice.. ...by which i mean i hate you for being gay	1
1957	1957	your an idiot trump thanks for the wall i'm need target practice	0
4734	4734	sorry if i offended you but maybe you needed to be offended here's my apology and one more thing... fuck you!!	0
7420	7420	brother.... a day without a blast, a day wasted zakir naik	0
1465	1465	we give your holy flag praise our lord and enslaver	0
3360	3360	hunger games he's winning	0
6443	6443	once we are done destroying our country we'll move to yours!	0
119	119	what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!	1
35	35	texas churches be like... pew pew pew	0
6404	6404	the spooks of hazzard	1
6917	6917	trump better deal with these muslims before they kill me	1
3552	3552	ah the young they grow up so quickly	0
128	128	this is racist but this is not?????	0
256	256	been talking shit about trump since day one. now crying like bitches after getting called out	0
6213	6213	when your nails are on point	0
1167	1167	"everyone told me ''he is gonna leave"""	1
1197	1197	i caught my goat cheating on me!	1
6795	6795	i hate women so much i'm not even joking bro	1
7215	7215	the pope at the vatican	0
1718	1718	black parent white parent	0
694	694	great minds think alike	0
4636	4636	fresh out of fb jail and still not giving a fuck!	0
3619	3619	"""you are allowed to drive?"" no, i took a magic carpet ride here"	1
2944	2944	jamal cycle faster the owners are coming	1
8941	441	"last summer camp was so ""lit"""	1
3302	3302	a little driving music makes my day	0
3953	3953	gun safety is especially important when teaching a shooting class	0
2873	2873	cotton farm	0
1311	1311	when you're on your way to worship allah but you forgot your prayer rug	0
4853	4853	husband husband you are my husband	0
1261	1261	immigrantswave our flag invaders wave their own	1
3236	3236	our thoughts and prayers go out to the victims	0
8397	8397	"blacks are the only race to practice, ""love your enemies!"" no other race practice's it more in the name of religion look at the condition of their people and look at the condition of blacks"	1
5814	5814	free tommy robinson hes are nashunal hero!!! today i'll prove you're the dad!	1
5178	5178	hunting it's not a hobby, it's a way of life	0
855	855	they want this because they found love in eachother	0
6444	6444	anything * y o u * can do, i can do better i can do anything better than you ! !	0
5258	5258	when you're doing target practice safely out at sea	0
3802	3802	real	0
1496	1496	& playing you ugly hard to get yo ass is already hard to want	0
9103	603	today i got a cat and petcare tips!	0
365	365	creeps into your childs room empties his sack	0
3678	3678	goats can't talk why are so few muslim rapes reported?	1
3955	3955	the look your dad gives your when you dont make curfew	0
1528	1528	roses are red candles drip wax breaking news man tries to trade kidnapped baby for 15 big macs	0
4953	4953	who assassinated joan rivers after she trashed obama, remember	0
4530	4530	when you're muslim but you have oil	1
4830	4830	send me location	1
4397	4397	when it's your first day in prison and you accidentally drop the soap but it lowkey wasn't an accident this is when the fun begins	0
2574	2574	bitches are like stitches pick on them and they open up	0
9057	557	when you take a picture together for the first time	0
7236	7236	my sense of humor is so dark it picks cotton	1
1137	1137	yeah bitches 6,000,000 kill streak	0
7412	7412	when it's finally self car day	0
528	528	and then i said, mr. president only targets there's no walmart's in north korea	0
8831	331	"busy, like a hive of bees, controlling what your family sees and edits all the news your hear so you'll know what to think and fear till all the truth there is, is gone that is unless you stand, en masse. """	1
7897	7897	this is what it's like to be gay in iran	0
5996	5996	when i grow up... lol nevermind	1
8234	8234	want to rape, steal & murder with no moral repercussions? then islam is definitely the religion for you	1
6582	6582	all aboard we are headed home	0
7925	7925	"""look at the plane, it's your uncle samir *was"""	1
3041	3041	look at the bright side you are only half black now	0
8326	8326	muslim +hunt = less muslims	1
7365	7365	all races are equal	0
7257	7257	i'm here as a messenger to give you a message you can't kill	0
3036	3036	marokko speed dating	1
4895	4895	is there any greater joy for us men than raping women? what in the goddamn fuck	1
7970	7970	"when you pull up and yell ""kobe"" and the shot actually goes in a part of him lives within me, doesn't it"	0
3433	3433	got crap for brains??? make sure you wear your diaper	0
1483	1483	stop smoking that isn't cigarette ash, that's what happens to your lungs	0
7863	7863	lock her up and throw away the key	0
7258	7258	i am not a racist i just don't appreciate being mouthed off to by farm equipment	1
6974	6974	them: how would you rate this pupper? me: golden	0
8939	439	pretty much sums up islam	1
8194	8194	how christians act in a religious discussion	0
3847	3847	what's burning? '' '' ''	1
578	578	when you enter the womens restroom by mistake	0
7512	7512	black pastors are the new house negroes the gatekeepers of mental slavery	1
111	111	mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!	1
3143	3143	when you take a bottle of water to africa	0
4506	4506	fresh out of fb jail and still not giving a fuck!	0
1419	1419	should the government... no	0
8188	8188	when i grow up.. lol nevermind	1
5520	5520	i've got 99 problems and downs syndrome is one	1
6105	6105	cash me auschwitz how bow dach	1
3623	3623	everytime a moslem stands up in congress and tells us they will change the constitution, impeach our president, or vote for socialism, remember you said you would never forget they said they would destroy us from within	1
7695	7695	mandatory vaccinations '' no exemptions	0
4248	4248	america doesn't need a gun ban it needs an idiot ban	0
1597	1597	anytime my dog growls at me excuse the shit out of my goddamn french, but did you just threaten me?	0
7905	7905	this is how lesbians have sex	1
8597	97	muslim strip club	1
2227	2227	most of our clothes come from this	0
5525	5525	things men do that upset women.. 1. lie. 2. be honest. 3. not talking to them 4. talking to much to them. 5. not showing any emotions. 6. being too emotional. 7. breathing	1
3015	3015	the look after being told something idiotic be like	0
1489	1489	woke up last night to find my tv floating across the room my first thought was ghosts but it turned out to be a black guy stealing it	1
1416	1416	becomes a woman immediately kills a person driving	1
6532	6532	manual tranny automatic tranny rebuilt tranny	1
4537	4537	don't be rude, folks go to their page and wish them a happy easter	0
5836	5836	feed the greed hello i'm sir trevor chinn i control tom watson by money it's what zionists do	1
248	248	it's ma'am look i found a penis	1
1118	1118	he didn't let his disability hold him back	0
1515	1515	i love you, couch. you understand me	0
3008	3008	martin luther king jr rallying the community (1963)	0
763	763	i need help swimming	0
440	440	no means no unless she's dyslexic then it's on	1
6655	6655	"white kid: ""i don't know how to shoot"" dad: ""just pretend it's your classmates"""	1
3690	3690	it's called fuck off and it's located over there	0
8434	8434	i'm not saying shes a slag but she's seen more japseyes than an asian optician	1
4950	4950	we love your political correctness and tolerance it's our greatest weapon against you!!!	1
752	752	it's hard to be first class when you're white trash	1
944	944	2 years on the job... 4 million jobs gained 1 month on the job... 25,000 jobs lost	0
7445	7445	my body my choice	0
7540	7540	if i become a superhero would i be an ex-men or a trans-former	1
1760	1760	gas yourself	0
7214	7214	for just ten cents a day you can help feed these children	0
8029	8029	companies when pride month ends	0
5580	5580	cat's when they hear the bag open	0
2304	2304	2017 the year of the triggered left	0
6654	6654	15 bucks for sex isn't normal but on meth it is. meth rolling back prices farther than wal-mart	1
5262	5262	when you used to be cool, but now you're basically mentally retarded from years of drug abuse, fat from getting sober, and have no friends	1
5728	5728	we swore we'd never forget, then we took them in and elected them to office	0
5108	5108	understanding the difference nazism hollywood's inverted depiction of national socialism national socialism	0
6540	6540	damn they really out here thinking they making it to class	1
4414	4414	people with dwarfism arguing	0
4411	4411	when you stoned your 3rd wife yesterday and you're lonely ankle compilaion	0
7568	7568	when you ask the jewsih girl for her number and she starts rolling up her sleeve	1
414	414	his grandparents died in the holocaust so we gonna put an oven in the trunk	1
7666	7666	sorry white guys but i only date black guys	0
277	277	banner in the streets hulk in the sheets	0
3139	3139	can i have my razor back please?	0
7011	7011	im going trans hunting	1
8216	8216	imagine a group of people filled with so much hatred they have to make laws making it illegal to hate them	1
990	990	"musslamic democrat, ilhan omar, has threatend members of congress she's told several republicans that shel'll send them ""shawarma"", to ""give them a taste of her culture"" share to say arrest her now!"	1
766	766	i'm this pretty because both my parents are white	1
4607	4607	how do i like my eggs? same as i like my niggers beaten and separated from the whites	1
2695	2695	these people have to walk 20 miles a day for fresh water. then why don't they move closer to the fucking water?	0
3025	3025	a typical white man	0
6165	6165	what's the difference between you and a pizza? a pizza taste better	0
4239	4239	sure i shit talk the people i like but i shoot the people i don't like so that has to count for something right?	0
170	170	when you bout to nut in your cousin and you hear the barn door open	0
3726	3726	look son an idiot	0
6576	6576	i'm not sexist. being sexist is wrong , and being wrong is for women	1
7689	7689	money can't buy you happiness but hookers and coke don't make me sad either!	0
8002	8002	when you've finished with your life of crime	0
